#land-mine_noun	maMxupAwara
%awning_noun	cAMxini/RAmiyAnA
grasp.-_verb	parigrahiMcu
grasp_adjective	pattukoVnu
grasp_noun	biguvu/guppidi/guppili/pattu
grasp_verb	pattu/pattukoVnu/boXaparacuko/grahiMcu/saMgrahiMcu
grasped_verb	grahiMcu
grasping_adjective	arXaM_cesukune/awyASagala/baMkamucEna_alpaMcudEna/loBiyEna/pisinArEna/pisinigoVttugala
grasping_noun	saMgrahaM
grass-like-weed-growing-in-wet-irrigated-land_noun	Uxara[gaddi]
grass-mat-made-for-a-girl-to-sit-on-for-three-days_noun	xariveVM
grass_noun	gaddi/paccika/gAsaM/grAsaM/pUri/wqNaM
grasses_noun	gaddimoVkkalu
grasshopper_noun	midawa/goVllaBAma/kIcurAyi/salaBaM
grasshoppers_noun	midawalu
grassland_noun	gaddiBUmi/paccika_bayalu
grasslands_noun	paccikabayalYlYu
grassroots_noun	attadugu_sWAyi
grassy-meadow_noun	paccika_bayalu
grassy_adjective	gaddiwo_niMdina
grate_noun	kitika
grate_verb	aragaxIyu/ruxxu/wurumu/poVdipoVdigA/koru
grated-substance_noun	wurumu
grated_adjective	wadakagala
grateful-person_noun	kqwajFadu
grateful_adjective	kqwajFawApUrvakamEna
gratefully_adverb	kqwajFawagA/kqwajFawA_pUrvakaMgA
gratefulness_noun	yiMpu/iMpu/kqwajFawa
grates_noun	kuMpatibilYlYalu/inupacatrAlu
gratification_noun	wqpwi/saMwoRaM
gratified_adjective	saMwoRaM_poVMxina
gratified_verb	saMwoRapadu
gratify_verb	prawiPalamivvu/saMwoRaparacu/saMwoRapeVttu
gratifying_adjective	saMwqpwikaramEna
gratifying_noun	muxAvahaM
gratifyingly_adverb	niMdugA
grating_adjective	asahyakaramEna/katuvEna
grating_noun	ruxxadaM/aragaxIyadaM
gratis_adverb	vUrikeV/UrikeV
gratitude_noun	kqwajFawa/viSvAsaM
grattans_noun	grAttans
gratuitous_adjective	avyAja/anavasara
gratuitously_adverb	avyAjaMgA/niRkAraNaMgA/UrukapuNyAniki
gratuituos_adjective	nirnimiwwamEna
gratuity_noun	bahumAnaM
gratulate_verb	xIviMcu
gratulation_noun	xIvanaM
grave_adjective	gaMBIramEna/wIvramEna/gaMBIra
grave_noun	samAXi/boVMxa/goVyyi/goyi
grave_verb	gaMBIra
gravel_noun	gulakarAlYlu/gulakarAyi/kaMkara/gulakarAlYlYu/moVraM/moVraparAlYlYu_jalli/moVruM
gravelly_adjective	gulakarAlYlugA_vuMde
gravely_adverb	gaMBIraMgA/huMxAgA
gravest_adjective	prANAMwakamEna
gravestone_noun	samAXirAyi
graveyard_noun	SmaSAnaM/kAdu/ruxraBUmi/SaMkaragiri_mAnyAlu/smaSAnaM
graving_noun	pogarapani
gravitaition_noun	garimA
gravitate_verb	moVggu
gravitation_noun	guruwvaM/guruwvAkaRaNa/guruwvAkarRaNa_Sakwi
gravitational_adjective	guruwvAkarRaNa_Sakwigala
gravity_noun	garimA/guruwvaM/wIvrawa/guruwvAkarRaNa/huMxA[wanaM]
gravy_noun	gujju/rasaM
gray_noun	bUdixaraMgu
graying_noun	ravadaM
grayling_noun	neVrupu
graze-_verb	oVrayu
graze_verb	meVyyi/mepu/meswAyi
grazed_adjective	welikagAwagilina
grazie_noun	mepataM
grazier_noun	paSuvulanu_peVMci_amme_vyakwi
grazing_adjective	meswunna
grazing_noun	mewa
grazingland_noun	paSuvulu_mese_poVlaM
greanary_noun	paccaxanaM
grease_noun	camuru/jiddu/koVvvu_paxArXaM/kaMxeVna/koVvvu
grease_verb	meVrugu_camuru
greaseness_noun	meVrugu
greaseproof_noun	grIsprUP/jiddukappu/grIju_iMkakaponivvadaM
greasiness_noun	jiddu
greasy_adjective	jiddEna/jiddugAvunna
great-_adjective	oVddu
great-achievement_noun	aSvameXaM
great-and-decisive-battle_noun	kurukRewraM
great-and-unrivalled-warrior-charioteer_noun	awiraWudu
great-book_noun	graMWarAjaM/uxgraMWaM
great-deed_adjective	mahaw
great-distress_noun	yamabAXa
great-drum-announcing-an-army's-march_noun	prasWAna_Beri
great-effort_noun	mahoxyamaM
great-favour_noun	BikRaM/mahAprasAxaM
great-granddaughter_noun	munimanamarAlu
great-grandfather_noun	muwwAwa
great-grandson_noun	munimanamadu
great-guru_noun	vareNyudu
great-hero_noun	mahApuruRudu/mahAvIrudu
great-liking_noun	moju
great-man-of-an-era_noun	yugapuruRudu
great-man_noun	yugapuruRudu
great-or-famous-wrestler_noun	iagajeVtti
great-or-illustrious-rishi_noun	brahmarRa
great-or-important-deed_noun	GanakAryaM
great-person-often-used-sarcastically_noun	mahArAju
great-person_noun	mahanIyudu/mahAnuBAvudu/nAWudu/vareNyudu
great-persons_noun	mahASayulu
great-poet_noun	mahAkavi
great-poetic-work_noun	mahAkAvyaM/mahAÚkAvyaM
great-praise_noun	praNuwi/vinuwi
great-rishi-or-saint_noun	maharRi
great-rishi_noun	maharRi
great-sacrifice_noun	yajFakAMda
great-scholar_adjective	uxxaMda
great-sinner-_noun	pApAlaBEravudu
great-soul_noun	mahAnuBAvudu/mahiwAwmudu
great-speed_noun	SaravegaM
great-teacher_noun	mahopAXyAyudu
great-undertaking_noun	yajFakAMda
great_adjective	goVppa/analpa/aXika/eVkkudu/eVkkuva/eVMwo/gaja/Gana/heVccu/ittalaM/mA/maha/mahA/mahaw/mahawwara/mahiwa/mikkutaM/nirBara/peru/peVnu/peVxxa/utANi/uwwuMga/uxAwwa/uxIrNaM/uXqwa/uxxaMda/viswIrNamEna/xoVdda
great_noun	brahma/eVMwo/GanakAryaM/Ganudu/mahAsamuxraM/uxAwwudu/vareNyudu
great_verb	aXika/eVkkuva/Gana/goVppa/heVccu/mahanIya/peVnu/uxAwwa/uxxaMda/xoVdda
greaten_verb	aXika_parucu
greater-number_noun	aXika_saMKyAkulu/aXika_saMKya
greater_adjective	mahawwara
greater_noun	heVccu
greater_verb	heVccu
greatest-honour_noun	agrawAMbUlaM
greatest-in-the-world_adjective	jagaxeka
greatest-of-heroes_noun	vIrAXivIrudu
greatest_adjective	awi_goVppa/awyaMwa/awyaXika/gariRta
greatest_noun	iMxrudu/wilakaM
greatly_adjective	eVkkuvagA
greatly_adverb	aXikaMgA/eVkkuvagA/bAgA/heVccugA/kadu/migala/migula/niMdugA/viparIwaMgA/weVga
greatness-_noun	per[i]mi
greatness_noun	goVppawanaM/goVppaxanaM/aXikaM/AXikyaM/eVkkudu/eVkkuva/GanaM/Ganawa/GanawvaM/garima/goVppa/heVccu/mAhAwmyaM/mahawwu/mahAwyayaM/mahima/OnnawyaM/paridavaM/sWalamahaw¢yaM/uXqvaM/vAsi/viSiRtawa/xoVddawanaM
greave_noun	poVdugu_mejolYlu
greaves_noun	grIvs/pAravese_paxArXaM
greaybeard_noun	musalayya
grecian_adjective	grIsuxeSa
greed[iness]_noun	Aba/vApi
greed_noun	kakkurwi/perASa/awyASa/kadupAwraM/lAlasa/loBaM/loBawvaM/praloBaM/xurASa
greedily_adverb	ASanAwuraMgA/AbagA
greediness_noun	awyAwuraM/jihvacApalyaM
greedy-person_noun	ASapowu/lAlasudu/lubXudu/vApirigoVttu
greedy_adjective	ASanAwuramugala/xurASagala/wiMdipowEna/awyASagala/baMkamucEna_alpaMcudEna/kadupAwraM/loBiyEna/lubXa/pisinArEna/pisinigoVttugala
greek-partridge_noun	veVnneVlapulugu
greek_noun	grIku
green-bee-eater-bird_noun	pasirika_pitta
green-beetle_noun	jIraMgi
green-eyed-monster_noun	asUya/ehyaBAvaM/IrRya/jusapsa
green-grass_noun	pacca_gaddi/paccika
green-leaf-manure_noun	poVraka
green-leafy-vegetable_noun	AkukUra
green-leafy-vegetables_noun	AkukUralu
green-leaves-trampled-and-used-as-manure-for-irrigated-lands_noun	roVdda
green-manure_noun	roVdda
green-or-dried-stalk-of-cholam_noun	xaMwu
green-unripe-fruit_noun	kAya
green-vitriol_noun	kAsIsaM
green_adjective	Akupacca/aparipakvaM/hariwa/navuju/pacca/pacci/pasarika/pasirika/SyAmalaM
green_noun	Akupacca/AkupaccaraMgu/hariwavarNaM/pacca/paccaraMgu
green_verb	Akupacca
greenback_noun	dAlaru_notu
greene_noun	Akupacca
greener_noun	grInar
greenery_noun	paccaxanaM/roVdda
greenfield_noun	grIPIld
greengram-dhall_noun	peVsarapappu
greengram-flour_noun	sunnipiMdi
greengram-soaked-overnight-and-offered-next-day-to-a-deity-as-nayweedyam_noun	vadapappu
greengram_noun	peVsara
greengrocers_noun	kUrgAyala_vikrewalu/kUragAyala_ammakaMxArlu
greenhorn_noun	jabbumaniRi
greenhouse_noun	moVkkalu_peVMce_axxAlameda
greenhouses_noun	moVkkala_ilYlYu
greenish-yellow-colour.like-a-leaf.-2-emerald.-3-tat-too-mark_noun	pacca
greenish-yellow-colour_noun	pacca
greenish_adjective	Akupaccani
greenland_noun	grInlAMd
greenly_adverb	paccagA
greenness_noun	Akupaccani/AkupaccaraMgu/hariwavarNaM/pacca/paccaraMgu
greens-and-herbs_noun	AkulU_alamulU
greensick_adjective	virahapAMdimagala
greensickness_noun	pAMdurogaM/virahapAMdima
greensward_noun	paccikabayilu
greenwich_noun	grInvic
greenwood_noun	grInvud/paccani_adavi
greeny_adjective	paccani
greer_noun	grIr
greet_verb	namaskariMcu/palakariMcu/AhvAniMcu
greeting-with-folded-hands_noun	kEmodpu
greeting_noun	mannana/palakariMpu/aBivaMxanaM/aBivAxaM/aBivAxana
greetings_noun	SuBAkAMkRalu/suBAkAMkRalu
gregarious_adjective	guMpugA_poVyye/kalupugolu_ayina/guMpugA__poVyye
gregariously_adverb	guMpugA
gregariousness_noun	oVkatini_oVkati_yeVdabAyaka
gregorio_noun	greVgAriyo
gremlins_noun	greVmlins
grenade_noun	bAMbu
grenades_noun	cewibAMbulu
grenadine_noun	xAnimmarasaM
grenfell_noun	greVnpAl
grenoble_noun	greVnoble
greville's_adjective	graveVllI_saMbaMXamEna
grewia-tiliaefolia_noun	waxxa
grey-colour_noun	bUdixaraMgu/pAvurAyi_raMgu
grey-hair_noun	nara
grey-haired_adjective	walaneVrisina/walapaMdina
grey_noun	bUdixaraMgu/XUsaraM
greyhound_noun	vetakukka
greyhounds_noun	vetakukkalu
greyish-tissue-of-the-brain-and-spinal-cord_noun	XUsaraxravyaM
greyish_adjective	bUdixaraMgu_kalisina
greyness_noun	neVrupu/neVrapu1,_neVrapu
greystokes_noun	grestoks
grid_noun	vixyuwwaMwrula_amarika
griddle_noun	peVnaM
grief-_noun	parivexana
grief-for-the-loss-of-o.'s-child_noun	kadupumaMta
grief-or-shame_adverb	aXomuKi/aXovaxana
grief-or-sorrow_adjective	kumulu
grief_noun	vyasanaM/xuHKaM/AMxolYana/Arwi/atamata/Avexana/bAmu/bAXa/ciMwa/glAni/godu/KexaM/kiMca/kRoBa/nirvexaM/nirvexana/saMwApaM/SokaM/ummalaM/ummaraM/upawApaM/uxila/vaga/vaMwa/vanata/veVwa/veXaM/vicAraM/vilApaM/viRAxaM/vyawikaraM/xigAlu/xigulu
grief_verb	pogoVttu
griefstricken-person_noun	ciMwAkrAMwudu
griefstricken_adjective	xuHKaBAjana
griesly_adjective	neVrisina
grievance_noun	AyAsaM/ibbaMxi/samasya/saMkataM/bAXa
grievances_noun	saMkatAlu
grieve_adjective	bAXa_padu/noVccukoVnu/pariwapiMcu/vagacu/vagayu/viRAxiMcu
grieve_verb	vupaxravamuceVyyi/vyasanapadu/xuHKiMcu/aMgalArcu/marugu/upaxravamuceVyyi
grieved_adjective	vyasanapadda/maWana/saMkRoBiwa/saMkRuBiwa/saMwapwa
grieving_noun	vyasanaM
grievous_adjective	vyasanakaramEna/wIvramEna
grievously_adverb	vyasanaMgA
griffin_noun	AgaMwakudu/anuBavahInudu
griffiths_noun	griPPiws
grigorss_noun	grigors
grill_noun	inapakammula_catraM
grill_verb	pelcu/wIvraMgA_praSniMcu/kAlcu/kAluvu/vecu
grille_noun	inapawalupu
grilled_adjective	kAlcina/praSniMcina/welcina
grim_adjective	BayaMkaramEna/kaTinamEna/katora/niRtUra
grimace_noun	cikAku_praxarSiMcu/koNaMgimUwiceRtalu
grimaced_verb	vikqwIkariMcu
grime_noun	muriki/masi/mApu
grimes_verb	murikiceyu/malinaparacu/murikiceVyyi
grimly_adverb	kaTinaMgA/vikAraMgA/niRtUraMgA
grimma_noun	grimma
grimness_noun	kATinyaM
grimsby_noun	griMsbi
grimy_adjective	masibArina/aSuBra/muriki_asvaccawa/mUsina
grin_noun	veVrrinavvu/cirunavvu/igiliMpu/igiliMwa/navvu
grind-in-to-paste-in-a-mortar-_verb	rubbu
grind-in-to-powder-_verb	nUru
grind-to-powder_verb	piMdi_ceyi
grind_verb	rubbu/visaru/nUripoVyyi/visuru/aragaxiyyi/marxiMcu
grinder_noun	piMdimara/rubburolu
grinding-flour-_noun	piRta_peRaNaM
grinding-or-chattering-of-teeth_noun	patapata
grinding-stone_noun	kalvaM/nikaRaM/nikaRopalaM
grinding_adjective	koVrukudu
grinding_noun	rubbattaM/nUrataM/xaMcataM/visaradaM/koVrukudu/marxanaM/nikaRaNaM/peRaNaM/sAna
grindstone_noun	sAna
grinning_noun	pagalabadinavvu/cirunavvu/navvu
grinstead_noun	grinsteVd
grip_noun	gattipattu/oVdupu/svAXInawa/pattu
gripe_noun	nasagadaM/pattu
gripe_verb	nasugu/piryadu/_pidikita_bigapattukoVnu/pidikita_bigapattukoVnu
griper_noun	hiMsabeVttevAdu
gripingly_adverb	kuttugA
grippe_noun	PlU_jvaraM
gripped_verb	pattukoVnu
gripping_noun	pattu
griskin_noun	pelcina_paMximAMsaM
grisly_adjective	BayaMkaramEna/vikAramEna
grist_noun	goxamalu_piMdicese_yaMwraM/visaravalasi_goXumalu
gristle_noun	sanna_pattI
gristly_adjective	meVwwani
grit,-cf.-raaLLu-rappalu_noun	rAyIrappA
grit-and-other-impurities-in-rice_noun	beVdda/peVdda
grit_noun	merikalu/isukA/kaMxi_moVruM/moVraM/moVruM
grit_verb	muwakaga
gritty_adjective	merikalugala/meVrikalugAvuMde
grizzle_noun	koVMceVmu_neVrasina_vanneV
grizzle_verb	veVkki_edcu
grizzled_adjective	neVrisina
grizzly_adjective	neVrisina_veVMtrukalugala
grnadeur_noun	jaMBaM
groan,-moan.-2-grumbling,-complaint_noun	mUlugu
groan_adjective	mukku/mUlugu
groan_noun	mUlugu/bAXaweVliyajeyuta/mUluguta/noVppi_valana_veyu_keka
groan_verb	mUlugu/mukku
groaning_noun	mUlugu/arwanAxaM
grobbins_noun	grobins
grocer_noun	kirANA_vyApAri
groceries_noun	kirANAsarukulu
grocery_noun	kirANA
grog_noun	nIlYlu_kalipina_brAMxi_moVxalEnaxi
groggins_noun	helYanamAtalu
groin_noun	kadupukU_woVdakU_maXya_BAgaM/gajja
grommets_noun	lohAlu
groom_noun	peVlYlYi_koVduku/varudu/peVlYlYi_kumArudu/peVMdli_koVduku/sAhiNi
groom_verb	wayAruceVyyi/sixXaparuvu/saMrakRiMcu
grooming-of-a-horse_noun	mAlIsu
groomsman_noun	gurrAla_saMrakRakudu
groove_noun	bIta/gAdi/gAla/gAwa/kAnA/naraxa/neVraxa/xroNi
grooved_adjective	bItaluvArina
groovy_adjective	AkarRaNIya
grope-with-o.'s-hands_adjective	neVmuru
grope_adjective	wadavu/wadumu/waduvu
grope_verb	wadumuko/ArAtapadu/pariwapiMcu
groping-with-the-hands_noun	veVwukulAta
groping_noun	ArAtapadataM/pariwapiMcataM
grosbeak_noun	pikilipitta
gross_adjective	motEna/moVwwaM/cAlA
gross_noun	moVwwaM
grossly_adjective	pUrwigA
grossly_adverb	moVxxugA
grossness_noun	motuwanaM
grot_noun	ceVwwa/guha
grotesque_adjective	vikqwa/vikAramEna
grotesquely_adverb	vikqwaMgA
groth's_noun	groW_saMbaMXamEna
groth_noun	groW
grotto_noun	guha/kqwrima_guha
groucho_verb	saNugu/goVNugu
ground-basis_verb	Aspaxa
ground-black-pepper_noun	miriyAlapoVdi
ground-forces_noun	sEnikulu/siPAyulu
ground-in-the-mountain-region_noun	sAnuvu
ground_noun	kRewraM/BUmi/AXAraM/hewuvu/kAraNaM/mExAnaM/nela/poVdavu/pqXvI/sababu/veVdalpu_mattamu/walamu/XaraNi
ground_verb	kiMxaku_xiMcu
grounded_adjective	BU/UrjiwamEna
groundfloor-level_noun	besumattaM
grounding_noun	nUradaM/prAWamika_SikRaNa
groundless-allegation_adjective	nirhewuka
groundless_adjective	nirAXAramEna/ahewuka/besababu/niRkAraNa/nirnimiwwaM
groundless_verb	nirhewuka
groundlessly_adverb	nirAXAraMgA
groundnut-oil_noun	pallinUneV
groundnut_noun	veruSanagakAya/palli1,_pallikAya/SeVnakkAyalu/veruSanaga/veruSeVnaga
groundnuts_verb	vidipiMcu
grounds_noun	iMtilopali_muMxari_KAlYI_sXalaM/iMti_peVradu/muMgili
groundsheet_noun	nIru_coVrani_xuppati
groundsman_noun	krIdA_prAMgaNa_saMrakRakudu
groundwave_noun	kRewrawaraMgaM
groundwork_noun	punAxi/moVxalu/mUlamu
group-_noun	mutA/samAmnAyaM/samuccayaM/samUhaM/samuxAyaM
group-of-crazy-people_noun	melYaM
group-of-crazy-persons_noun	wikkamelYaM
group-of-devotees-joining-together_noun	sawsaMgaM
group-of-friends_noun	miwramaMdali
group-of-naughty-children-so-called-from-the-troop-of-monkeys-of-Rama_noun	rAmaxaMxu
group-of-representatives_noun	prawiniXi_vargaM
group-of-three_noun	wrikaM
group-of-village-people_noun	melYaM
group-of-villages_noun	PirkA
group-or-collection-or-party-of-persons_noun	saMcu
group_noun	guMpu/Avali/AvalYi/balagaM/bqMxaM/gaNaM/jAlaM/jattu/kUtaM/muTA/nivahaM/patalaM/puMjaM/samAmnAyaM/saMGaM/samuccayaM/samUhaM/samuxAyaM/vargaM/viwAnaM/waMba/waMdaM/waMdA/woVMba/xalYaM
grouped_adjective	viBajiMcina
groupie_noun	pAp_saMgIwa_aBimAni
grouping_noun	samuxAyaM/gaNaM
groupings_noun	vargIkaraNalu
grouse_noun	goVNugudu
grouse_verb	goVNugu
grouted_adjective	xravaMwo_niMpina
grouting_noun	pUrakaxravaM
grove-of-fruitbearing-trees_noun	wopu
grove_noun	nAmupani/wopu/vanaM/ArAmaM/vani
grovel_verb	nelapadi_poVrlAdu
groveller_noun	xebirigoVttu/xepirigoVttu
grovelling_adjective	nIcamEna
grovelling_noun	xebiriMpu/xevulAta
groves_noun	gAdulu/ceVkkalu
grow-a-beard_verb	peVMcukoVnu
grow-cool_adjective	callAru
grow-excited-_adjective	reVccipovu/reVccu
grow-hot_adjective	vedeVkku
grow-hot_verb	vedeVkku
grow-old_adjective	muxiyu
grow-rich_adjective	pUtupadu
grow-stronger_adjective	cevaxeru
grow-stronger_verb	balapadu
grow-thick_adjective	jIbukoVnu
grow-to-maturity_adjective	eVxugu
grow-up_verb	eVxugu
grow-weak_adjective	kRINiMcu
grow-weak_verb	kRINiMcu
grow-worse_adjective	matteyu/vikatiMcu
grow_adjective	eVkku/heVccu/koVnasAgu/mosuleVwwu/peVccarillu/peVccupeVrugu/peVMpoVMxu/prabalaM_avvu/prabalu/pravarXillu/vikasiMcu/vqxXi_avvu/vqxXi_ceVMxu
grow_verb	peVMcu/peVrugu/eVxugu/aXikamavvu/inumadiMcu/paMxiMcu/peVMpoVMxu/vikasiMcu/vqxXiceVMxu
grower_noun	moVkkalu_peVMcevAdu/payirucesevAdu
growers_noun	peVMpakaxArlu
growing-up_noun	eVxuguxala
growing_adjective	lewa/pravarXamAna/varXamAna
growing_verb	lewa/pravarXamAna/varXamAna
growl_noun	gurru
growl_verb	gurrumanu/goVNugu
growled_adjective	nasigina/saNigina
growling_noun	nasagataM/saNugataM
growls_noun	nasagulYlYu
grown-in-the-southwest-monsoon-season_noun	sAruvA
grown-up-person_noun	vyakwi
grown-up_noun	eVxiginavAdu/eVxigina_maniRi
grown-ups_noun	eVxiginavAru
grown_noun	peVrrugu/eVxigina
growth_noun	peVragadaM/peVruguxala/aBivqXXi/aBivqxXi/peVMpuxala/varXanaM/vqxXi
grub-up_verb	xoku
grub_noun	cinnapurugu/goVMgalYipurugu
grub_verb	wavviwiyyi
grubby_adjective	kaSmalamEna/aSuBra/muriki_asvaccawa/mUsina
grudge_noun	aniRtawa/asUya/kuttu
grudge_verb	asUyapadu
grudging_adjective	gittani
grudging_noun	asUya
grudgingly_adverb	asammawaMgA/ayiRtaMgA/aniRtaMgA
gruel-or-cunjee-containing_noun	goVddaMbali
gruel_noun	gaMji/aMbali
gruelling_adjective	kaTinawaramEna
gruesome_adjective	asahyakaramEna/xAruNamEna
gruff_adjective	karkaSa/katInamEna
gruff_verb	karkaSa
gruffness_noun	kaTinaM/kakkasaM
gruffy_adverb	kaTinaMgA
grumble-_adjective	mukku
grumble-at_verb	cIvAtlupeVttu/cIvAtluveVyyi
grumble_adjective	goVNukkoVnu/gunucu/guNucu/mUlugu/nasugu/nIlugu/pIkkoVnu/pIkukoVnu/ruMjukoVnu/rusarusalAdu/visukkoVnu
grumble_verb	goVNugu/mukku/mUlugu/nasugu/visukko
grumbler_noun	goVNigevAdu
grumbling_noun	asahyaM/gusagusalAdataM/gunupu/mUlugu/saNugudu
grumpy_adjective	ciraciralAde
grungy_adjective	aSuBra/muriki_asvaccawa/mUsina
grunt[ing]-of-a-pig_noun	guragura
grunt_noun	gurrugurrumanadaM/gurru
grunt_verb	gurrugurrumani_kuyyi/gurrumanu
grunted_adjective	SabxAnni_polina
grunter_noun	paMxi/sUkaramu/vakraxaMRtramu/varAhamu
grunting_adjective	guragura
grustrate_verb	ASABaMgaM_ceVyyi/ASABaMgaM__ceVyyi
guage_noun	kuxuva
guaicum_noun	oVka_maMxu_xinusu
guaiva_noun	goVyyApaMdu
guana_noun	udumu
guano_noun	samuxrapupakRulapurIRaM
guarante_noun	pUcI
guarantee_noun	aBayaM/hAmI/pUcI/aBayamu/BaravasA/BarosA/bAXyawa/hAmi/jAmInu/pUcika/pUtapaduta
guaranteee_verb	uwwaravAxaMgA_uMdu
guaranteeing_noun	pUcI_ivvadaM
guarantor_noun	hAmIiccevyakwi
guaranty_noun	bAXyawa/hAmi/jAmInu/pUcika/pUcI/pUtapaduta
guaranty_verb	hAmI_ivvu/pUcIpadu
guard's_adjective	kApalAxAruni
guard-_noun	pArA
guard-duty_noun	kApalA/paharAxArudu
guard.-_noun	paharA
guard[ing]_noun	kApu
guard_noun	kAvali/saMrakRakudu/kAvalivAdu/kApalA/kApari/paharAxArudu
guard_verb	kAvali_kAcu/kAvali_kAyi/axupulo_uMcu/kAcu/kanipeVttu/kApAdu/kApalA_kAcu/kAyu
guarded_adjective	jAgrawwEna/kApAdina
guardedly_adverb	jAgrawwagA
guardedness_noun	heVccarika
guardhouse_noun	kAvalivAduvuMde_cAvadi
guardian-_noun	samrakRakudu
guardian_noun	pAlakudu/saMrakRakudu
guardians_noun	saMrakRakullu
guardianship_noun	poRaNaM/varxI
guarding_noun	kApAdataM/rakRiMcadaM/kApalA/kApugada/kApuxala/kAvali/pAlanaM
guardship_noun	kAvaligA_vuMdevAda
guardsman_noun	sEnikudu
guatemala_noun	gOwamAlA
guava-fruit_noun	jAma/jAmi
guava_noun	goVyyApaMdu
gubernatorial_adjective	gavarnaruku_saMbaMXiMcina
gudgeon_noun	sIla/cepa
guerillas_noun	xopidicesevAMdlu
guerrilla_noun	anaXikAra_yuXXaM_cese_vyakwi
guess-work_noun	Uha
guess_noun	Uha/aMcanA/anumAnaM/ujja/ujjA/ujjAyiMpu
guess_verb	UhiMcu/aMcanA_kattu/aMcanA_veVyyi
guessed_adjective	UhiMcina
guesses_verb	UhiMcu
guessing_noun	UhiMcataM
guesswork_noun	Uha/UhiMcina_pani
guest-'s-guest_noun	awiWi
guest_noun	awiWi/awiXi/AhUwudu/bayativAlYlYu/cuttAlu/nimaMwriwudu/weVlisina_vAlYlYu
guidance_noun	mArgaxarSakawvaM/upaxeSaM
guide-line_noun	mArgaxarSaka_sUwraM
guide_noun	xarSini/mArgaxarSakudu/xAricUpevAdu/ciMwAmaNi/karaxIpika/margaxarSakudu/paryavekRakudu
guide_verb	xAricUpu/ceVppu/upaxeSiMcu/weVliyajeVyyi/weVliyaparacu/wIrcixixxu
guidebook_noun	mArgaxarSaka_puswakaM/mArgaxarSini
guided_verb	mArxarSakaM_vahiMcu
guideline_noun	mArgaxarSaka_sUwraM/mArgaxarSakaM
guideliness_noun	sUcana
guidence_noun	paryavekRaNa
guides_noun	mArxarSakAlu/paryavekRakAlu
guiding_noun	paryavekRaNa
guiding_verb	mArgaxarSaka
guido_noun	gEdo
guild_noun	gramasahaKAra_saMgaM/saMGaM
guilder_noun	baMgAru_nANeVM[neixarlandu]
guildhall_noun	sahakArasaMGa_samAveSa_maMxiraM
guilds_noun	saMGAlu
guile_noun	mosaM/vaMcana/xrohaM/kapataM/mArIcaM/mAyopAyaM/nAtakaM/nayavaMcana/xuswaMwraM
guileful_adjective	kapatamugala
guileless-person_noun	niRkapati
guileless_adjective	niRkapatamEna/avyAjya/niRkapata
guilelessness_noun	niRkApatyaM/niRkapataM
guilesome_adjective	kapatamEna
guilford_noun	gilPord
guillotine_noun	SiraCCexakayaMwraM
guilt_noun	wappu/aparAXaM/xoRaM
guiltily_adverb	aparAXa_BAvaMwo
guiltiness_noun	pApaM
guiltless_adjective	niraparAXiyEna/nirAdaMbaramu/saralYamu/vikalmaRa
guiltlessness_noun	niraparAXiwvaM
guilty-person-_noun	neragAdu/nerasWudu
guilty-person_noun	xoRi
guilty_adjective	aparAXiyEna/xoRapUriwa
guilty_adverb	neraMgA
guinea_noun	britiR_pAwa_kareVnsI/sImalo_ceVlle_oVka_baMgAru_nANyaM
guineas_noun	giyAnIs
guise_noun	mArurUpaM/vEKari/avawAraM
guitar_noun	gitAr/waMbura
guitarist_noun	gitAru_vAxyakArudu
guito-se_noun	avawAraM
gulacum_noun	goyakaM
gulf_noun	siMXu_SAKa/aMwaraM/wAmarasakarNi_kAkAramEna_samuxraM/agAXaM/aKAwaM/siMXuSAKa
gulfgap_noun	agAXaM
gulkand_noun	awwarubilYlYa
gull_noun	samuxraM_pakRi
gull_verb	mosamuceVyyi
gullery_noun	piwalAtakaM
gullet_noun	kuwika/annavAhika/grasika/kuwwuka/pIka/pIkeV
gullibillity_noun	avivekaM
gullible_adjective	amAyakamEna/mosapoye
gullies_noun	saMxulu
gulls_noun	mosagiMcu
gully_noun	jalaxAra/nadi_pallaM/krikeVt_lo_PIldiMg_praxeSaM/jalaxAri/gallI
gulp-down_verb	kabalYiMcu/xigamiMgu
gulp-of_adjective	gukkeVdu
gulp_noun	oVka_gukka/gukka/gutaka
gulp_verb	gutukkuna_wAguwAdu/miMgu
gulped_verb	gukka_pIcu
gulping_adverb	gutaguta
gulping_noun	gutaguta
gum,-glue---mucus,-slime---anything-sticky-or-clammy_noun	baMka
gum-arabic_noun	jigurupoVdi/wummabaMka/wummagoxi/wummajiguru
gum-boil_noun	naMjukurupu
gum-of-teeth_noun	ciguru
gum-or-resin-of-shorea-robusta_noun	guggilaM
gum-surrounding-teeth_noun	iguru
gum-terpentine_noun	amaraxAruvu/iMxraxAruvu/pIwaxAruvu/SivaxAruvu/sUrAhvamu/suraxAruvu/xevakARtamu/xevaxAru_vqkRamu
gum_noun	baMka/jiguru/palYlYa_ciguru/goMxu/guggilaM/palYlYa_cigulYlYu/paMticigulYlYu
gummed_adjective	baMkagala
gummer_noun	gammar
gummosis_noun	jiguru_weVgulu
gummy_adjective	baMkagA_vuMde
gums_noun	cigulYlYu
gun_noun	wupAkI/baMxUku/wupAki
gunboat_noun	wupAkulu_amarcina_padava
gunfire_noun	wupAkI_kAlpulu
