#Structure_of_the_file:	#Structure_of_the_file:
#English-compound-word	Hindi-meaning
,_in_short_,	safkRipwa_meM#safkRipwa_meM#noun#2#RM
hindi_instructor	hiMxI_anuxeSaka#hiMxI_anuxeSaka#noun#2#RM
hindi_stenographer	hiMxI_ASulipika#hiMxI_ASulipika#noun#2#RM
hindi_talks_section	hiMxI_vArwA_anuBAga#hiMxI_vArwA_anuBAga#noun#3#RM
hindi_teacher	hiMxI_aXyApaka#hiMxI_aXyApaka#noun#2#RM
hindi_teaching_scheme	hiMxI_SikRaNa_yojanA#hiMxI_SikRaNa_yojanA#noun#3#RM
hindi_translator	hiMxI_anuvAxaka#hiMxI_anuvAxaka#noun#2#RM
hindi_typist	hiMxI_tafkaka#hiMxI_tafkaka#noun#2#RM
hindi_unit	hiMxI_ekaka#hiMxI_ekaka#noun#2#RM
hindu_religious_and_charitable_endowment_department	hiMxU_Xarmasva_Ora_pUrwa_akRayaniXi_viBAga#hiMxU_Xarmasva_Ora_pUrwa_akRayaniXi_viBAga#noun#6#RM
hindu_undivided_family	hiMxU_aviBakwa_kutumba#hiMxU_aviBakwa_kutumba#noun#3#RM
hindustan_aeronotics_limited	hiMxuswAna_vEmAnikI_limiteda#hiMxuswAna_vEmAnikI_limiteda#noun#3#RM
hindustan_antibiotics_limited	hiMxuswAna_eMtIbAyotiksa_limiteda#hiMxuswAna_eMtIbAyotiksa_limiteda#noun#3#RM
hindustan_vegetable_oils_corporation	hiMxuswAna_vanaspawi_wela_nigama#hiMxuswAna_vanaspawi_wela_nigama#noun#4#RM
hip_bath	kati_snAna#kati_snAna#noun#2#RM
hip_flask	jeba_meM_raKane_kI_SarAba_kI_bowala#jeba_meM_raKane_kI_SarAba_kI_bowala#noun#2#RM
hip_pocket	peMta_kI_piCale_jeba#peMta_kI_piCale_jeba#noun#2#RM
hire_charges	BAdA#BAdA#noun#2#RM
hire_purchase	kiSwoM_para_KarIxanA#kiSwoM_para_KarIxanA#noun#2#RM
hire_purchase_account	kirAyA_KarIxa_leKA#kirAyA_KarIxa_leKA#noun#3#RM
hire_purchase_agreement	kirAyA_KarIxa_anubanXa_aarAra#kirAyA_KarIxa_anubanXa_aarAra#noun#3#RM
hire_purchase_assets	kirAyA_KarIxa_parisampawwiyAM#kirAyA_KarIxa_parisampawwiyAM#noun#3#RM
hire_purchase_day_book	kirAyA-KarIxa_rojanAmacA#kirAyA-KarIxa_rojanAmacA#noun#4#RM
hire_purchase_interest_account	kirAyA_KarIxa_byAja_leKA#kirAyA_KarIxa_byAja_leKA#noun#4#RM
hire_purchase_ledger	kirAyA_KarIxa_KAwA#kirAyA_KarIxa_KAwA#noun#3#RM
hire_purchase_memoranda_accounts	kirAyA_KarIxa_jFApana_leKe#kirAyA_KarIxa_jFApana_leKe#noun#4#RM
hire_purchase_payment	kirAyA_KarIxa_axAyagI#kirAyA_KarIxa_axAyagI#noun#3#RM
hire_purchase_sales_account	kirAyA_KarIxa_bikrI_leKA#kirAyA_KarIxa_bikrI_leKA#noun#4#RM
hire_purchase_stock_account	kirAyA-KarIxa_stAka_leKA#kirAyA-KarIxa_stAka_leKA#noun#4#RM
hire_purchase_stock_schedule	kirAyA-KarIxa_stAka_anusUcI#kirAyA-KarIxa_stAka_anusUcI#noun#4#RM
hire_purchase_trading_account	kirAyA-KarIxa_vyApAra_leKA#kirAyA-KarIxa_vyApAra_leKA#noun#4#RM
his_excellency	parama_SreRTa#parama_SreRTa#noun#2#RM
his_majesty	mahAmahima#mahAmahima#noun#2#RM
his_request_be_acceded_to	usakI_prArWanA_svIkAra_kI_jAe#usakI_prArWanA_svIkAra_kI_jAe#noun#5#RM
historical_cost	paramparAgawa_lAgawa#paramparAgawa_lAgawa#noun#2#RM
historical_document	EwihAsika_xaswAveja#EwihAsika_xaswAveja#noun#2#RM
historical_section	iwihAsa_anuBAga#iwihAsa_anuBAga#noun#2#RM
history_of_service	sevA_vqwwa#sevA_vqwwa#noun#1#RM
history_sheet	iwivqwwa#iwivqwwa#noun#2#RM
hit_and_miss	kaBI_kAma_karanA_kaBI_nA_karanA#kaBI_kAma_karanA_kaBI_nA_karanA#noun#3#RM
hit_and_run	vAhana_xvArA_Ahawa_kara_BAga_jAnA#vAhana_xvArA_Ahawa_kara_BAga_jAnA#noun#3#RM
hit_list	Ese_vyakwiyoM_kI_sUcI_jinakI_hawyA_kI_jAnI_hE#Ese_vyakwiyoM_kI_sUcI_jinakI_hawyA_kI_jAnI_hE#noun#2#RM
hit_man	hita_mEna#hita_mEna#noun#2#RM
hit_parade	sabase_aXika_bikane_vAle_gAnoM_kI_sUcI#sabase_aXika_bikane_vAle_gAnoM_kI_sUcI#noun#2#RM
hit_rate	prApwi_xara#prApwi_xara#noun#2#RM
hit_ratio	prahAra_anupAwa#prahAra_anupAwa#noun#2#RM
hoar_frost	GAsa_para_jamI_osa#GAsa_para_jamI_osa#noun#2#RM
hobby_horse	priya_viRaya#priya_viRaya#noun#2#RM
hobnail_boot	cOde_mawWe_vAlI_CotI_kIla_lage_bUta#cOde_mawWe_vAlI_CotI_kIla_lage_bUta#noun#2#RM
hockey_clinic	hAkI_cikiwsAlaya#hAkI_cikiwsAlaya#noun#2#RM
hockey_coach	hAkI_koca#hAkI_koca#noun#2#RM
hockey_stick	hAkI_Kelane_kI_CadI#hAkI_Kelane_kI_CadI#noun#2#RM
hocus_pocus	jAxU_manwara#jAxU_manwara#noun#2#RM
hog_badger	BAlU_sUara#BAlU_sUara#noun#2#RM
hog_cholera	sUkara_hEjA#sUkara_hEjA#noun#2#RM
hog_shead	pIwA#pIwA#noun#2#RM
hoi_polloi	jana_sAXAraNa_loga#jana_sAXAraNa_loga#noun#2#RM
hoity_toity	aBimAnI#aBimAnI#noun#2#RM
hold_good	mAnya_honA#mAnya_honA#noun#2#RM
hold_in_abeyance	prAsWagiwa_raKanA#prAsWagiwa_raKanA#noun#3#RM
hold_lien_on_post	paxa_para_punagrarhaprAXikAra_honA#paxa_para_punagrarhaprAXikAra_honA#noun#4#RM
hold_meeting	bETaka_karanA#bETaka_karanA#noun#2#RM
hold_opinion_with	sahamawa_honA#sahamawa_honA#noun#3#RM
hold_out	banA_rahanA#banA_rahanA#noun#2#RM
hold_over	sWagiwa_karanA#sWagiwa_karanA#noun#2#RM
hold_state	XAraNa_avasWA#XAraNa_avasWA#noun#2#RM
hold_the_floor	jimmexArI_lenA#jimmexArI_lenA#noun#3#RM
hold_up	praxarSiwa_karanA#praxarSiwa_karanA#noun#2#RM
holder_for_value	mUlyArWa_XAraka#mUlyArWa_XAraka#noun#3#RM
holder_in_due_course	hakaxAra_XAraka#hakaxAra_XAraka#noun#4#RM
holder_of_bill	bila_auNdI_XAraka#bila_auNdI_XAraka#noun#1#RM
holder_of_cheque	cEka_XArI#cEka_XArI#noun#1#RM
holding_cell	niyanwraNa_koSA#niyanwraNa_koSA#noun#2#RM
holding_company	kampanI_jo_Seyara_ko_apane_niyanwraNa_meM_raKawI_hE#kampanI_jo_Seyara_ko_apane_niyanwraNa_meM_raKawI_hE#noun#2#RM
holding_of_land	jowa_BUmi#jowa_BUmi#noun#1#RM
holding_sub_division_of	jowoM_kA_upa_viBAjana#jowoM_kA_upa_viBAjana#noun#3#RM
holding_the_line	swara_sImana#swara_sImana#noun#3#RM
holding_the_price_line	mUlya_swara_sImana#mUlya_swara_sImana#noun#4#RM
hole_and_corner_policy	gupwa_nIwi#gupwa_nIwi#noun#4#RM
holiday_camp	avakASa_Sivira#avakASa_Sivira#noun#2#RM
holiday_centre	avakASa_keMxra#avakASa_keMxra#noun#2#RM
holiday_home	avakASa_gqha#avakASa_gqha#noun#2#RM
holiday_maker	sElAnI#sElAnI#noun#2#RM
holiday_resort	avakASa_saxana#avakASa_saxana#noun#2#RM
holiday_sales	avakASa_meM_bikrI#avakASa_meM_bikrI#noun#2#RM
holiday_with_pay	savewana_CuttI#savewana_CuttI#noun#3#RM
hollerith_punch_operator	hOlariWa_paFciwra_pracAlaka#hOlariWa_paFciwra_pracAlaka#noun#3#RM
holy_Father	popa#popa#noun#2#RM
holy_Spirit	paviwra_AwmA#paviwra_AwmA#noun#2#RM
holy_communion	paviwra_vicAroM_kA_AxAna-praxAna#paviwra_vicAroM_kA_AxAna-praxAna#noun#2#RM
holy_father	popa#popa#noun#2#RM
holy_ghost	xivya_AwmA#xivya_AwmA#noun#2#RM
holy_land	PilaswIna#PilaswIna#noun#2#RM
holy_of_holies	yahUxiyoM_ke_manxira_kA_sabase_BIwara_kA_BAga#yahUxiyoM_ke_manxira_kA_sabase_BIwara_kA_BAga#noun#1#RM
holy_orders	purohawABiReka#purohawABiReka#noun#2#RM
holy_spirit	paviwra_AwmA#paviwra_AwmA#noun#2#RM
holy_war	Xarma_yuxXa#Xarma_yuxXa#noun#2#RM
holy_week	istara_ravivAra_ke_pahale_kA_sapwAha#istara_ravivAra_ke_pahale_kA_sapwAha#noun#2#RM
home_Secretary	gqhasaciva#gqhasaciva#noun#2#RM
home_appliance	GarelU_upakaraNa#GarelU_upakaraNa#noun#2#RM
home_brew	GarelU_kADA#GarelU_kADA#noun#2#RM
home_buyer	Gara_KarIxane_vAlA#Gara_KarIxane_vAlA#noun#2#RM
home_centred	gqha_keMxriwa#gqha_keMxriwa#noun#2#RM
home_consumption	gqha_anwarika_upaBoga#gqha_anwarika_upaBoga#noun#2#RM
home_delivery	xara_supurxagI_IahuFcAnA#xara_supurxagI_IahuFcAnA#noun#2#RM
home_department	gqha_viBAga#gqha_viBAga#noun#2#RM
home_directory	nijI_nirxeSikA#nijI_nirxeSikA#noun#2#RM
home_district	gqha_ji_ilA#gqha_ji_ilA#noun#2#RM
home_economics	gqha_prabanXa_kI_paDAI#gqha_prabanXa_kI_paDAI#noun#2#RM
home_grown	Gara_meM_upaja_kiyA_huA#Gara_meM_upaja_kiyA_huA#noun#2#RM
home_guard	homagArda#homagArda#noun#2#RM
home_industry	gqha_uxyoga#gqha_uxyoga#noun#2#RM
home_leave_passage	svaxeSa_CuttI_yAwrA_vyaya#svaxeSa_CuttI_yAwrA_vyaya#noun#3#RM
home_made	svaxeSI#svaxeSI#noun#2#RM
home_market	xeSI_bAjAra#xeSI_bAjAra#noun#2#RM
home_office	gqhamanwrAlaya_kA_kAryAlaya#gqhamanwrAlaya_kA_kAryAlaya#noun#2#RM
home_page	AmuKa_pqRTa#AmuKa_pqRTa#noun#2#RM
home_rule	surAjya#surAjya#noun#2#RM
home_run	pUrNa_saPalawA#pUrNa_saPalawA#noun#2#RM
home_science_assistant	gqhavijFAna_sahAyaka#gqhavijFAna_sahAyaka#noun#3#RM
home_secretary	gqha_saciva#gqha_saciva#noun#2#RM
home_town	gqha_nagara#gqha_nagara#noun#2#RM
home_trade	Anwarika_aeSI_vyApAra#Anwarika_aeSI_vyApAra#noun#2#RM
home_travel_concession	gqha_yAwrA_riyAyawa#gqha_yAwrA_riyAyawa#noun#3#RM
home_truth	katusawya#katusawya#noun#2#RM
homestead_exemption	vAsa_BUmi_CUta#vAsa_BUmi_CUta#noun#2#RM
homo_morphism	samarUpawA_samakAriwA#samarUpawA_samakAriwA#noun#2#RM
homo_sapiens	prajAwi#prajAwi#noun#2#RM
homogeneous_coordinate	samAfgI_nirxeSAfka#samAfgI_nirxeSAfka#noun#2#RM
honest_broker	JagadoM_meM_maXyasWawA_karane_vAlA#JagadoM_meM_maXyasWawA_karane_vAlA#noun#2#RM
honesty_theory	sawyaniRTA_sixXAnwa#sawyaniRTA_sixXAnwa#noun#2#RM
honey_badger	Sahaxa_bijjU#Sahaxa_bijjU#noun#2#RM
honey_bear	sunaharA_BAlU#sunaharA_BAlU#noun#2#RM
honey_berry	sarasaPala#sarasaPala#noun#2#RM
honey_bun	SahaxavAlA_pAva#SahaxavAlA_pAva#noun#2#RM
honey_cake	Sahaxa_se_banA_keka#Sahaxa_se_banA_keka#noun#2#RM
honey_eater	Sahaxa_KAne_vAlA#Sahaxa_KAne_vAlA#noun#2#RM
honey_tongue	mITI_jubAna#mITI_jubAna#noun#2#RM
honeydew_melon	KarabUjA#KarabUjA#noun#2#RM
honky_tonk	eka_waraha_kA_pyAno_se_bajI_jAja_safgIwa#eka_waraha_kA_pyAno_se_bajI_jAja_safgIwa#noun#2#RM
honorary_adviser_in_homeopathy	mAnaxa_homiyopEWI_salAhakAra#mAnaxa_homiyopEWI_salAhakAra#noun#4#RM
honorary_air_aide_de_camp	mAnaxa_havAWa_e_dI_sI#mAnaxa_havAWa_e_dI_sI#UNDEFINED#1#RM
honorary_capacity	avEwanika_hEsiyawa#avEwanika_hEsiyawa#noun#2#RM
honorary_degree	sAmmAnika_upAXi#sAmmAnika_upAXi#noun#2#RM
honorary_dental_advisor	mAnaxa_xanwa_salAhakAra#mAnaxa_xanwa_salAhakAra#noun#3#RM
honorary_life_aide_dc_camp	mAnaxa_AjIvana_e_dI_sI#mAnaxa_AjIvana_e_dI_sI#UNDEFINED#1#RM
honorary_secretary	mAnaxa_saciva#mAnaxa_saciva#noun#2#RM
honorary_statistical_advisor	mAnaxa_sAfKyikI_salAhakAra#mAnaxa_sAfKyikI_salAhakAra#noun#3#RM
honorific_prefix	sammAna_Sabxa#sammAna_Sabxa#noun#2#RM
honoris_causa	mAnaxa#mAnaxa#noun#2#RM
honour_cheque	cEka_kA_BugawAna#cEka_kA_BugawAna#noun#2#RM
honourably_acquitted	sasammAna_barI_kara_xiyA_gayA#sasammAna_barI_kara_xiyA_gayA#noun#2#RM
hooded_cloak	Sirovaswra#Sirovaswra#noun#2#RM
hooded_coat	topIvAlI_kota#topIvAlI_kota#noun#2#RM
hook_up	eka_keMxra_kA_xUsare_keMxra_se_judA_honA#eka_keMxra_kA_xUsare_keMxra_se_judA_honA#noun#2#RM
hoop_la	cakrAkAra_vaswu_kA_Kela#cakrAkAra_vaswu_kA_Kela#noun#2#RM
hop_count	hoYpa_kAunta#hoYpa_kAunta#noun#2#RM
hoped_for	vAFCiwa_va_samBava#vAFCiwa_va_samBava#noun#2#RM
horizontal_filing_system	anuprasWa_PAila_paxXawi#anuprasWa_PAila_paxXawi#noun#3#RM
horizontal_fragmentation	kREwija_KaNdana#kREwija_KaNdana#noun#2#RM
horizontal_layout	kREwija_rUpareKA#kREwija_rUpareKA#noun#2#RM
horizontal_line	padI_reKA#padI_reKA#noun#2#RM
horn_rimmed	sIMga_se_banA_caSme_kA_Prema#sIMga_se_banA_caSme_kA_Prema#noun#2#RM
horned_chameleon	sIMgoMvAlA_giragita#sIMgoMvAlA_giragita#noun#2#RM
horned_dinosaur	sIMga_vAlA_dAinosOra#sIMga_vAlA_dAinosOra#noun#2#RM
horror_novel	darAvanA_upanyAsa#darAvanA_upanyAsa#noun#2#RM
horror_stricken	BayaBIwa#BayaBIwa#noun#2#RM
horror_struck	bahuwa_darA_huA#bahuwa_darA_huA#noun#2#RM
horse_barn	GudasAla#GudasAla#noun#2#RM
horse_bean	Guda_sema#Guda_sema#noun#2#RM
horse_blanket	Gode_kA_kambala#Gode_kA_kambala#noun#2#RM
horse_breeding	GodoM_kA_prajanana#GodoM_kA_prajanana#noun#2#RM
horse_cavalry	aSva_risAlA#aSva_risAlA#noun#2#RM
horse_chestnut	bana_KOra#bana_KOra#noun#2#RM
horse_doctor	paSu_cikiwsaka#paSu_cikiwsaka#noun#2#RM
horse_drawn	GodoM_se_KIMcA_huA#GodoM_se_KIMcA_huA#noun#2#RM
horse_race	GudaxOda#GudaxOda#noun#2#RM
horse_races	Guda_xOda#Guda_xOda#noun#2#RM
horse_racing	GudaxOdabAjI#GudaxOdabAjI#noun#2#RM
horse_sense	sAmAnya_buxXi#sAmAnya_buxXi#noun#2#RM
horse_trade	lena-xena_kA_vyApAra#lena-xena_kA_vyApAra#noun#2#RM
horse_trading	KarIxa_ParOkwa#KarIxa_ParOkwa#noun#2#RM
horseshoe_arch	Gode_kI_nAla_jEsI_meharAba#Gode_kI_nAla_jEsI_meharAba#noun#2#RM
horticulture_inspector	uxyAna_nirIkRaka#uxyAna_nirIkRaka#noun#2#RM
horticulture_mistry	uxyAna_mi_iwrI#uxyAna_mi_iwrI#noun#2#RM
horticulture_superintendent	uxyAna_aXIkRaka#uxyAna_aXIkRaka#noun#2#RM
horticulture_supervisor	uxyAna_paryavekRaka#uxyAna_paryavekRaka#noun#2#RM
hospital_attendant	cikiwsAlaya_paricAraka#cikiwsAlaya_paricAraka#noun#2#RM
hospital_bed	cikiwsAlaya_kA_palafga#cikiwsAlaya_kA_palafga#noun#2#RM
hospital_care	cikiwsAlaya_surakRA#cikiwsAlaya_surakRA#noun#2#RM
hospital_chain	haspawAla_SrqfKalA#haspawAla_SrqfKalA#noun#2#RM
hospital_chaplain	aspawAla_kA_pAxarI#aspawAla_kA_pAxarI#noun#2#RM
hospital_day	aspawAla_xivasa#aspawAla_xivasa#noun#2#RM
hospital_for_mental_diseases	mAnasika_roga_aspawAla#mAnasika_roga_aspawAla#noun#4#RM
hospital_leave	aspawAlI_CuttI#aspawAlI_CuttI#noun#2#RM
hospital_steward	cikiwsAlaya_stuarda#cikiwsAlaya_stuarda#noun#2#RM
hospital_storekeeper	cikiwsAlaya_BaNdArI#cikiwsAlaya_BaNdArI#noun#2#RM
hospitalisation_policy	cikiwsA_vyaya_pAlisI#cikiwsA_vyaya_pAlisI#noun#2#RM
hospitality_allowance	sawkAra_BawwA#sawkAra_BawwA#noun#2#RM
hospitality_grant	awiWya_anuxAna#awiWya_anuxAna#noun#2#RM
host_address	paricAraka_pawA#paricAraka_pawA#noun#2#RM
host_computer	paricAraka_kampyUtara#paricAraka_kampyUtara#noun#2#RM
host_language	praXAna_BARA#praXAna_BARA#noun#2#RM
host_name	paricAraka_nAma#paricAraka_nAma#noun#2#RM
host_processor	paricAraka_prakramaka#paricAraka_prakramaka#noun#2#RM
hostel_accommodation	hostala_AvAsa#hostala_AvAsa#noun#2#RM
hostel_superintendent	CAwrAvAsa_aXIkRaka#CAwrAvAsa_aXIkRaka#noun#2#RM
hostel_warden	CAwrAvAsa_vArdana#CAwrAvAsa_vArdana#noun#2#RM
hostile_expedition	SawruwApUrNa_aBiyAna#SawruwApUrNa_aBiyAna#noun#2#RM
hostile_takeover	prabanXaka_samiwi_kI_asahamawI_ke_bAvajUxa_kampanI_para_aXikAra_pAne_kI__ceRtA#prabanXaka_samiwi_kI_asahamawI_ke_bAvajUxa_kampanI_para_aXikAra_pAne_kI__ceRtA#noun#2#RM
hostile_takeover_effort	viroXapUrNa_aXikAra_kA_prayAsa#viroXapUrNa_aXikAra_kA_prayAsa#noun#3#RM
hot_air_baloon	gubbArA#gubbArA#noun#3#RM
hot_blooded	uwwejanaSIla#uwwejanaSIla#noun#2#RM
hot_cake	garama_capAwI#garama_capAwI#noun#2#RM
hot_cereal	garama_sIriyala#garama_sIriyala#noun#2#RM
hot_chocolate	hAta_cAkaleta#hAta_cAkaleta#noun#2#RM
hot_cross_bun	gola_keka_jo_gudaPrAide_ke_xina_KAwe_hEM#gola_keka_jo_gudaPrAide_ke_xina_KAwe_hEM#noun#3#RM
hot_dog	garama_kabAba#garama_kabAba#noun#2#RM
hot_favourite	xOda_ko_jIwane_vAlA_prawiyogI#xOda_ko_jIwane_vAlA_prawiyogI#noun#2#RM
hot_field	hoYtaPIlda#hoYtaPIlda#noun#2#RM
hot_flush	rajonivqwwi_meM_mahilAoM_ko_uRNawA_mahasUsa_karanA#rajonivqwwi_meM_mahilAoM_ko_uRNawA_mahasUsa_karanA#noun#2#RM
hot_java	hoYta_jAvA#hoYta_jAvA#noun#2#RM
hot_key	sakriya_kuFjI#sakriya_kuFjI#noun#2#RM
hot_line	sIXI_saFcAra_vyavasWA#sIXI_saFcAra_vyavasWA#noun#2#RM
hot_money	aXika_byAja_vAlA_Xana#aXika_byAja_vAlA_Xana#noun#2#RM
hot_pluggable_drives	sakrIya_anulagnIya_drAiva#sakrIya_anulagnIya_drAiva#noun#3#RM
hot_potato	viRama_parisWiwi#viRama_parisWiwi#noun#2#RM
hot_seat	xAyiwvapUrNa_paxa#xAyiwvapUrNa_paxa#noun#2#RM
hot_spot	rAjanIwika_safkata_Ane_kA_sWAna#rAjanIwika_safkata_Ane_kA_sWAna#noun#2#RM
hot_spring	garama_pAnI_kA_sowA#garama_pAnI_kA_sowA#noun#2#RM
hot_stuff	prawiBASAlI#prawiBASAlI#noun#2#RM
hot_tempered	garama_mijAjI#garama_mijAjI#noun#2#RM
hot_water_bottle	garama_pAnI_kA_AXAna#garama_pAnI_kA_AXAna#noun#3#RM
hot_wire	garama_wAra#garama_wAra#noun#2#RM
hotch_potch	sammiSrika_aviBakwa_sampwwi#sammiSrika_aviBakwa_sampwwi#noun#2#RM
hotel_bill	hotala_kA_bila#hotala_kA_bila#noun#2#RM
hotel_brand	hotela_kA_brEnda#hotela_kA_brEnda#noun#2#RM
hotel_chain	hotala_SrqfKalA#hotala_SrqfKalA#noun#2#RM
hound_dog	SikArI_kuwwA#SikArI_kuwwA#noun#2#RM
hour_hand	GadI_meM_GaNtA_bajAne_vAlI_suI#GadI_meM_GaNtA_bajAne_vAlI_suI#noun#2#RM
hour_rate	xaNtA_xara#xaNtA_xara#noun#2#RM
hourly_wage_rate	xaNtevAra_majaxUrI_xara#xaNtevAra_majaxUrI_xara#noun#3#RM
hours_employment	kAma_ke_GaNte#kAma_ke_GaNte#noun#2#RM
hours_of_business	kArya-samaya#kArya-samaya#noun#1#RM
hours_of_employment	kAma_ke_GaNte#kAma_ke_GaNte#noun#1#RM
house_arrest	najara_banxI#najara_banxI#noun#2#RM
house_benefit	vAsa-suviXA_xene_vAlI_sWAnIya_kOMsila#vAsa-suviXA_xene_vAlI_sWAnIya_kOMsila#noun#2#RM
house_bill	Anwarika_bila#Anwarika_bila#noun#2#RM
house_brand	Gara_kA_brEnda#Gara_kA_brEnda#noun#2#RM
house_breaker	seMXa_lagAne_vAlA#seMXa_lagAne_vAlA#noun#2#RM
house_building'_advance	gqha_nirmANa_karjA#gqha_nirmANa_karjA#noun#3#RM
house_building_advance	gqha_nirmANa_agrima#gqha_nirmANa_agrima#noun#3#RM
house_cat	Gara_kI_billI#Gara_kI_billI#noun#2#RM
house_centipede	Gara_kA_kanaKajUrA#Gara_kA_kanaKajUrA#noun#2#RM
house_estate	niyojiwa_Gara#niyojiwa_Gara#noun#2#RM
house_husband	Gara_kA_saFcAlana_karane_vAlA_vyakwi#Gara_kA_saFcAlana_karane_vAlA_vyakwi#noun#2#RM
house_inspector	Bavana_nirIkRaka#Bavana_nirIkRaka#noun#2#RM
house_keeper	gqha_prabanXaka#gqha_prabanXaka#noun#2#RM
house_keeping	leKana_sambanXI_Anwarika_kArya#leKana_sambanXI_Anwarika_kArya#noun#2#RM
house_magazine	saMsWA_pawrikA#saMsWA_pawrikA#noun#2#RM
house_next_door	agalA_makAna#agalA_makAna#noun#3#RM
house_of_God	girajAGara#girajAGara#noun#1#RM
house_of_Representatives	amerikA_ke_cune_hue_saBA_ke_prawiniXi#amerikA_ke_cune_hue_saBA_ke_prawiniXi#noun#1#RM
house_of_commons	nicalA_saxana#nicalA_saxana#noun#1#RM
house_of_correction	suXAra_gqha#suXAra_gqha#noun#1#RM
house_of_god	girajAGara#girajAGara#noun#1#RM
house_of_lords	britena_kA_ucca_saxana#britena_kA_ucca_saxana#noun#1#RM
house_of_parliament	saMsaxa_Bavana#saMsaxa_Bavana#noun#1#RM
house_of_people	loka_saBA#loka_saBA#noun#1#RM
house_of_representatives	amerikA_ke_cune_hue_saBA_ke_prawiniXi#amerikA_ke_cune_hue_saBA_ke_prawiniXi#noun#1#RM
house_party	pArtI_jisameM_mehamAna_Wode_xina_Taharawe_hEM#pArtI_jisameM_mehamAna_Wode_xina_Taharawe_hEM#noun#2#RM
house_physician	sWAnIka_cikiwsaka#sWAnIka_cikiwsaka#noun#2#RM
house_plant	Gara_ke_anxara_ugAyA_jAne_vAlA_CotA_pOXA#Gara_ke_anxara_ugAyA_jAne_vAlA_CotA_pOXA#noun#2#RM
house_property	gqha_sampwwi#gqha_sampwwi#noun#2#RM
house_proud	Gara_kI_maryAxA#Gara_kI_maryAxA#noun#2#RM
house_rent	makAna_kirAyA#makAna_kirAyA#noun#2#RM
house_rent_allowance	makAna_kirAyA-BawwA#makAna_kirAyA-BawwA#noun#3#RM
house_sit	makAna_mAlika_kI_anupasWiwi_meM_kirAye_vinA_rahanA#makAna_mAlika_kI_anupasWiwi_meM_kirAye_vinA_rahanA#noun#2#RM
house_sitter	makAna_kI_raKavAlI_karane_vAlA#makAna_kI_raKavAlI_karane_vAlA#noun#2#RM
house_surgeon	hAusa_sarjana#hAusa_sarjana#noun#2#RM
house_tax	gqhakara#gqhakara#noun#2#RM
house_tax_collector	gqhakara_kalaktara#gqhakara_kalaktara#noun#3#RM
house_to_house	Gara_Gara_bulAnA#Gara_Gara_bulAnA#noun#3#RM
house_warming	gqha_praveSa_kA_pArtI#gqha_praveSa_kA_pArtI#noun#2#RM
household_appliance	GarelU_upakaraNa#GarelU_upakaraNa#noun#2#RM
household_consumption	xarelU_Kapawa#xarelU_Kapawa#noun#2#RM
household_effects	GarelU_sAmAna#GarelU_sAmAna#noun#2#RM
household_goods	xarelU_cIjeM#xarelU_cIjeM#noun#2#RM
household_sector	xarelU_kRewra#xarelU_kRewra#noun#2#RM
housing_advisor	AvAsa_salAhakAra#AvAsa_salAhakAra#noun#2#RM
housing_aid	gqha_nirmANa_sahAyawA#gqha_nirmANa_sahAyawA#noun#2#RM
housing_and_urban_development_corporation	AvAsa_evaM_SaharI_vikAsa_nigama#AvAsa_evaM_SaharI_vikAsa_nigama#noun#5#RM
housing_association	kama_mUlya_meM_Gara_ko_upalabXa_karane_vAlI_saMsWA#kama_mUlya_meM_Gara_ko_upalabXa_karane_vAlI_saMsWA#noun#2#RM
housing_board	AvAsa_maNdala#AvAsa_maNdala#noun#2#RM
housing_boom	gqha_nirmANa_kI_XUma#gqha_nirmANa_kI_XUma#noun#2#RM
housing_commissioner	AvAsa_Ayukwa#AvAsa_Ayukwa#noun#2#RM
housing_development_finance_corporation	AvAsa_vikAsa_vwwi_nigama#AvAsa_vikAsa_vwwi_nigama#noun#4#RM
housing_inspector	AvAsa_nirIkRaka#AvAsa_nirIkRaka#noun#2#RM
housing_plan	AvAsa_qNa#AvAsa_qNa#noun#2#RM
housing_shortage	GaroM_kI_kamI#GaroM_kI_kamI#noun#2#RM
housing_subsidy	gqha_nirmANa_arWa_sahAyawA_ArWika_sahAyawA#gqha_nirmANa_arWa_sahAyawA_ArWika_sahAyawA#noun#2#RM
how_come	kEse#kEse#noun#2#RM
how_much	kiwanA#kiwanA#noun#2#RM
hub_cap	habakEpa#habakEpa#noun#2#RM
huge_loss	bahuwa_nukasAna#bahuwa_nukasAna#noun#2#RM
human_action	mAnavIya_kriyA#mAnavIya_kriyA#noun#2#RM
human_activity	mAnavIya_kAryakalApa#mAnavIya_kAryakalApa#noun#2#RM
human_being	mAnava#mAnava#noun#2#RM
human_body	mAnava_SarIra#mAnava_SarIra#noun#2#RM
human_concept_of_labour	Srama_kI_mAnavIya_safkalpanA#Srama_kI_mAnavIya_safkalpanA#noun#2#RM
human_dynamo	cuswa_Ora_sPUrwiSAlI#cuswa_Ora_sPUrwiSAlI#noun#2#RM
human_ecologist	mAnava_parii_iFiAwa_vijFAnI#mAnava_parii_iFiAwa_vijFAnI#noun#2#RM
human_ecology	mAnavIya_pArisWiwikI#mAnavIya_pArisWiwikI#noun#2#RM
human_error	mAnavIya_BUla#mAnavIya_BUla#noun#2#RM
human_interest	mAnava_kI_aBiruci#mAnava_kI_aBiruci#noun#2#RM
human_race	mAnava_jAwi#mAnava_jAwi#noun#2#RM
