??equivalent_noun	wulyAfka
laptop_noun	lEpatoYpa
larva_noun	diMBaka/lArvA/illI
lascar_noun	laSkara/KalAsI
laser-electron_noun	lesara-ilektrAna
laser_noun	lesara/lejara
lasers_noun	lejara
lasing_noun	lesana/lesarIkaraNa
lasting_noun	sWAyI
lastly_noun	AKafra_meM/anwawa:
latch_noun	sitakanI/sitakinI
late_noun	vilamba_se/xera_se_(svargIya
latency_noun	anwarnihiwawA/prasupwi_kAla/prasupwi/vilambawA
latencytime_)_noun	prasukwi_kAla
latent_noun	avyakwa/pracCanna/prasupwa/gupwa
lateral_noun	pArSva_SAKA
laterite_noun	letarAita
lateritic_noun	lEterAitika/maKamalA
latest_noun	aXunAwana/navInawama
lathe_noun	KarAxa
latheman_noun	KarAxiyA
latitude_noun	akRAMSa/CUta/DIla
latosol_noun	lEtosola
lattice_noun	jAlaka/lEtisaxXa
laudable_noun	praSaMsanIya
launch_noun	pramocana/prAramBa_karanA_(pramocana
launcher_noun	pramocana_yAna/pramociwra/pramocaka
launching_noun	pramocana
lavatory_noun	prekRaNAlaya/SOcAlaya
law_noun	viXi/kAnUna
lawful_noun	viXisammawa
lawyer_noun	vakIla
laxity_noun	SiWilawA
layer_noun	parawa/swara
laying_noun	biCAnA
layoff_noun	kAmabanxI
layout_noun	aBinyAsa/nakSA/aBivinyAsa/le_Auta/afBanyAsa/nakaSA/KAkA/rUpareKA/vinyAsa
lcon_noun	AikoYna
ldeology_noun	vicAraXArA
leaching_noun	apakRAlana/Gulakara_bahanA/Golakara_bahAnA/niAAlA/nikRAlana
lead_noun	cAlaka_wAra/sirA/sIsA/agrawA/vahana_xUrI
leader_noun	pramuKa/newA/lIdara/agraNI/agraleKa
leadership_noun	newqwva
leaf_noun	parNa
leaflet_noun	parcIZ/parNaka
leakage_noun	kRaraNa/lIka/risAva/risana/lIkeja
leakproof_noun	risAva_saha
learning_noun	aXigama/sIKanA/vixvawwA
lease_noun	pattA/patte_para_xenA
leasehold_noun	patte_para/pattAXqwi
leaseholder_noun	pattAXArI/pattexAra
leasing_noun	pattA_uXAra/lIjiMga
leave_noun	CuttI/anumawi/prasWAna/avakASa/CodanA
lecturer_noun	prAXyApaka/lekcarara
led_noun	ela_I_dI
ledger_noun	KAwA_bahI/rokada_bahI/KAwA
left-factoring_noun	vAma_guNana
legacy_noun	rikWa/vasIyawa-sampaxA_(viXi)
legal_noun	kAnUnI/vEXAnika/viXika
legality_noun	vEXawA
legalization_noun	vEXIkaraNa
legalize_noun	vEXa_karanA/vEXa_banAnA
legally_noun	vEXa_rUpa_se/kAnUnI_wOra_para
legate_noun	praNiXi/lIgeta
legation_noun	xUwAvAsa
legend_noun	nixeSikA
legible_noun	suvAcya/paDe_jAne_yogya
legislative_noun	vEXAnika_(viXAyI
legislature_noun	viXAnamaNdala
legitimacy_noun	vEXawA/XarmajawA/OciwyapUrNawA
legitimate_noun	uciwa/viXisammawa/viXi-safgawa/Xarmaja
leisure_noun	avakASa/Purasawa
lemma_noun	premayikA_lemA
lender_noun	qNaxAwA/uXAraxAwA
lending_noun	uXAra_xenA
lenicncy_noun	naramI/uxArawA
lens_noun	leMsa/lensa/wAla
lenticel_noun	vAwaranXu
lentil_noun	masUra
leonid_noun	siMhasWa
leptogenesis_noun	leptoYna_janyawA
lepton_noun	leptoYna
lessee_noun	pattexAra
lethal_noun	GAwaka
letter_noun	akRara/pawra
levanter_noun	leventara_(pavana)
level_noun	samawala/samawala_karanA/wala/swara/sawaha/swara_(wala
leverage_noun	uwwolana/praBAvana_kRamawA
levity_noun	laGuwA/halkApana
levy_noun	uxagrahaNa/ugAhI
lexeme_noun	Saibxama
lexicographer_noun	koSakAra
lexicographic_noun	Sabxa_koSa_sambaXI/koRagawa
lexicography_noun	koSavijFAna
lexicon_noun	koSa/SabxakoRa/Sabxa_koSa
liability_noun	xAyiwva/xeyawA/xenaxArI/xeyawAeM
liable_noun	xAyI/xenaxAra/jimmexAra/BAgI
liaison_noun	samparka
liberalization_noun	uxArIkaraNa
librarian_noun	lAibreriyana/lAibreriyana_(puswakAXyakRa)/puswakAlaya_aXyakRa
library_noun	kramAxeSa_safgraha/lAibrerI_safgraha/puswakAlaya
licence_noun	anujFapwi/lAiseMsa/svecCAcAra/lAisesaM/lAisensa
license_noun	lAiseMsa
licensed_noun	anujFApiwa/lAiseMsa-prApwa
licensee_noun	anujFapwiXArI/lAiseMsaXArI/lAisensaXArI/anujFApI
lie-by_noun	paSrvikA
lien_noun	liyana/punagrahaNAXikAra/XAraNAXikAra/punargrahaNa_aXikAra
lieutenant_noun	lefPtaneMta
life_noun	Ayu/jIvana
lift_noun	uwWApaka/liPta
lifting_noun	uwWApana
light_noun	prakASa/halkA/alpa/laGu
lighthouse_noun	prakASaswamBa
lightness_noun	halkApana
lightning_noun	wadiw
lightship_noun	prakASa_powa
lightwaves_noun	prakASa_warafga
lima_noun	limA
limb_noun	xalana-Palaka/bAhu/afga/pAva
lime_noun	KattA/nIMbU/jambIra/cUnA/aXabuJA
limit_noun	haxa/sImA_(parisImA/maryAxA/sImA
limitation_noun	sImA_avaXi
limited_noun	sImiwa/limiteda
limiter_noun	sImaka/sImiwra
limonitic_noun	limonitika
linear_adjective	rEKika
linear_noun	rEKika/reKIya
linearity_noun	ekaGAwawA/rEKikawA
lineman_noun	lAinamEna
liner_noun	Aswaraka/paricCAxI/aswara
lines_noun	vaMSAvaliyAM
linguist_noun	BARAvix/1-_BARAvijFAnI_2-_bahuBARAvix
linings_noun	lAiniMga
link_noun	kadI/SqfKalA/banXa/liMka/samparka/saMlagna/sambaxXa
linkage_noun	liMkeja/samparka/sahalagnawA/anubanXana/banXawA/kadI_banXawA
linker_noun	saMyojaka/SrqfKalaka/SrqfKalana
linking_noun	jodanA/samparka
linseed_noun	alasI
lint_noun	rUI
linux_noun	linaksa
liquefaction_noun	xravaNa/xrAvaNa
liquid_noun	xrava/warala
liquidate_noun	parisamApana
liquidation_noun	parisamApana/SoXana/nirXAraNa
liquidator_noun	parisamApaka
lisp_noun	lispa
list_noun	sUcI
listed_noun	sUcIbaxXa
lister_noun	meMdakArI
litchi_noun	lIcI
literacy_noun	sAkRarawA
literal_noun	AkRara/SAibxaka/SAfbxaka
literate_noun	sAkRara
literature_noun	sAhiwya
lithography_noun	aSmamuxraNa/liWomuxraNa
lithology_noun	aSmavijFAna/SEla_vijFAna
lithometer_noun	liWomApI/aSmamApI
lithosphere_noun	sWalamaNdala/sWala_maNdala/liWomaNdala
litigant_noun	vAxakArI/mukaxamebAja
litigation_noun	mukaxamebAjI
litter_noun	meMdakArI
live_noun	sakriya/sajIva
livelihood_noun	jIvikA
livestock_noun	paSuXana
livingston_UNDEFINED	liviMgstoYna
load_noun	BAra/BaraNa/loda
loaded_noun	BAriwa
loader_noun	BAraka/lodara/smqwi_BAraka
loading_noun	BAraNa/BaraNa
loam_noun	xumata/xUmata
loan_noun	karja/qNa/uXAra
loanee_noun	karjaxAra
loaner_noun	lenaxAra
lobby_noun	loYbI
lobbying_noun	pakRa_jutAva
lobe_noun	pAli/KaNda/piMda
local_noun	sWAnIya
localised_noun	sWAnagawa/sWAnIyiwa/sWAna_sImiwa/sWAnika
localization_noun	sWAnIkaraNa/sWAna_nirXAraNa
locate_noun	sWAna_nirXAraNa
location_noun	avasWiwa/avasWiwi/sWAna/sWiwi/sWAna_nirXAraNa
lock_noun	pASa/loYka/wAlakana
locking_noun	granWana/pASana/aBibanXI
locomotion_noun	gamana/calana
locust_noun	tiddI
lodging_noun	Pasala_giranA/rihAyaSa_nivAsa_vAsA/vAsa
log_noun	loYga
logarithmic_UNDEFINED	laGugaNakIya
logarithmic_noun	laGugaNakIya/loYgeriWmIya
logging_noun	loYgiMga/saMleKana/pracAleKana
logic_noun	warkaSAswra/warka
logical_noun	wArkika
logo_noun	logo/prawIka_cihna
loitering_noun	paWewara-udAna/loYyatarana
longeron_noun	loMgaroYna
longevity_noun	badI_umra
longitude_noun	reKAMSa/xeSAnwara
longitudinal_adjective	anuxErGya
longitudinal_noun	xeSAnwarIya/anuxErGya/akRIya/anuxErXya
look-up-table_noun	avalokaNa_sAraNI
loop_noun	lUpa/pASa/PanxA
looping_noun	pASana/lUpiMga
loose_noun	SiWila/DIlA
loosely_UNDEFINED	lAparavAhI
looseness_noun	DIlApana/SiWilawA
loosening_noun	DIlA_karanA/asafgaTana
lorentz_noun	lorentja
lot_noun	Kepa/loYta/DerI
loudness_noun	prabalawA
lounge_noun	viSrAma_kakRa/viSrAnwikA/lAunja
louver_noun	praPalaka/pattInumA/JilamilI
lower_noun	nicalA/nimnawara/avara
lowering_noun	avanamana/nimnana/uwAranA/nIce_lAnA
lowland_noun	nimnaBUmi/warAMU_BUmi
lox_noun	xrava_oYksIjana/loYksa
loyal_noun	niRTAvAna/vaPAxAra/rAjaniRTa
loyalty_noun	niRTA/vaPAxArI
lsb_noun	ela_esa_bI
lsi_noun	ela_esa_AI
lubricant_noun	snehaka
lubrication_noun	snehana/wela_xenA
lubricator_noun	snehaka
lubricity_noun	snehakawA
lumen_UNDEFINED	lyUmena
luminance_UNDEFINED	jyowirmayawA
luminescence_noun	sanxIpwi
luminosity_noun	jyowi/camaka
luminous_noun	xIpwa/xIpwi/praxIpwi/jyowi
lunch_noun	maXyAhna-Bojana/laFca/xopahara_kA_Bojana/maXyAhnana_Boja
lycopodium_UNDEFINED	lAyakopodiyama
lyosphere_noun	pravamaNdala
lysimeter_noun	lAisImItara
maarshal_noun	mArSala
machinability_noun	maSInana-sukarawA
machine_noun	maSIna/yanwra/kala
machinery_noun	maSInarI_(wanwra/vyavasWA
machinist_noun	maSIna_miswrI/yanwrakAra
macro-instability_noun	sWUla_asWAyiwva
macro_noun	bqhaw/mahA/sWUla
macroargument_noun	sWUla_prAcara
macroassembler_noun	sWUla_kodAnwaraka
macrocall_noun	sWUla_AhvAna
macrocoding_noun	sWUla_kUtaleKana/sWUla_kodana
macrodomain_noun	sWUla_prakRewra
macroeconomic_adjective	samaRti_arWaSAswrIya
macroeconomics_noun	samaRti_arWaSAswra
macroelement_noun	sWUla_avayava
macroexerciser_noun	sWUla_aBAsI/sWUla_parIkRaka
macroexpansion_noun	sWUla_prasAra
macroflowchart_noun	sWUla_pravAha_saFciwra
macrogeneration_noun	sWUla_janana
macrogenerator_noun	sWUla_janiwra
macroinstruction_noun	sWUla_anuxeSa
macrolibrary_noun	sWUla_kramAxeSa_safgraha
macromolecule_noun	vqhaxaNu
macroparameter_noun	sWUla_prAcala
macroprogramming_noun	sWUla_kramAxeSana/sWUla_progrAmana
macroprototype_noun	sWUla_AxiprarUpa
macroscopic_UNDEFINED	sWUla
macroscopic_adjective	sWUla
macroscopic_noun	sWUla/sWUlaxarSI
macroscopically_UNDEFINED	sWUla_rUpa/sWUlaxarSIya_rUpa
macrostate_noun	sWUlaavasWA
macrosystem_noun	sWUla_wanwra
macrotrace_noun	sWUla_anureKa
macsyma_noun	mEkasAimA
madcap_noun	mEdakEpa
mag_noun	mEga
magazine_noun	bArUxa_KAnA/bArUxa_gqha/mEgajIna/goxAma/bArUxaGara/AyuXAgAra/pawrikA
magenta_noun	PAlasAI/mEjentA
magic-t_noun	safkara-/mEjika-_cr_cr
magistrate_noun	majistreta
magnaflux_noun	mEgnAPlaksa
magnesia_noun	mEganISiyA
magnesium_noun	mEgnISiyama
magnet_noun	cumbaka
magnetic_noun	cumbakIya
magnetically_noun	cumbakawvI/cumbakIyawa:
magnetisation_UNDEFINED	cumbakana
magnetisation_noun	cumbakana
magnetism_noun	cubakawvaM/cumbakawva
magneto-dynamics_noun	cumbakIya_gawikI
magneto-stratigraphic_noun	cumbakIya_saMswarika/cumbakIya_swarika
magneto_noun	mEganito
magnetogram_noun	mEgnetogrAma/cumbakaleKa
magnetograph_noun	mEgnetogrAPa/cumbakaleKI
magnetography_noun	cumbaka_aBileKana
magnetometer_noun	cumbakawvamApI/cumbakawvamiwi
magneton_UNDEFINED	mEgnetoYna
magnetopause_noun	cumbakawvI_maNdala_sImA
magnetoscope_noun	cumbakawvaxarSI
magnetosphere_UNDEFINED	cumbakamaNdala
magnetosphere_noun	cumbaka_maNdala
magnetostatic_noun	sWiracumbakIya
magnetostriction_noun	cumbakIya_virUpaNa
magnetron_UNDEFINED	meganetroYna
magnetron_noun	mEganetrona
magnification_noun	AvarXana
magnifier_noun	AvarXaka
magnitude_noun	parimANa/kAnwimAna
maiden_noun	pahalA
main-stay_noun	muKya_AXAra
main_noun	muKya
mainframe_noun	mena_Prema
maintain_noun	raKanA/BaraNa-poRaNa_karanA/anurakRaNa_karanA/banAe_raKanA
maintenance_noun	anurakRaNa/raKaraKAva/raKa-raKAva/raKaraKAva_raKanA/BaraNa-poRaNa
maize_noun	jvAra/makkaI
major_noun	vayaska/prApwavaya/muKya/mejara_(paxa)/mejara/xIrGa/guru
majority_noun	bahumawa/vayaskawA/bAligapana/prApwavayawA/bahusafKyaka/bahusafKya
maladjustment_noun	kusamAyojana
maladministration_noun	kupraSAsana
malafide_noun	xuBAvapUrNa/kaxASayI/asaxBAvapUrvaka_(viXi)
malafides_noun	baxanIyawI/xuBAva/kaxASaya
malbehaviour_noun	anuciwa_vyavahAra
malformation_noun	kurUpawA,/vikqwi
malfunction_noun	kusafkriyA/wruti_pUrNa_kriyA
malice_noun	vixveRa/xuBAva
malicious_noun	vixveRapUrNa/xuBAvapUrNa
malleability_noun	AGAwavarXyawA
malnutrition_noun	kupoRaNa
malpractice_noun	anAcAra
maltreatment_noun	xuvryavahAra
mammalian_UNDEFINED	swanapAyI_janwuoM
man_noun	mEna
management_noun	prabanXa/prabanXana
manager_noun	prabanXaka/mEnejara/vyavasWApaka
managerial_noun	prabanXakIya
mandate_noun	aXixeSa_AjFA
mandatory_noun	AjFApaka/anivArya/aXixeSAwmaka/AxeSAwmaka
mandrel_noun	mendrela/xaNdaka
mango_noun	Ama
manhole_noun	mEnahola
manifest_noun	vyakwa
manifestation_noun	aBivyakwi/AvirBAva
manifesto_noun	GoRaNA-pawra
manifests_noun	suspaRta/prawyakRa/vyakwa/prakata_karanA
manifold_noun	bahumuKa
manifolding_noun	bahu_prawilipIyana/bahuvalana
manipulate_noun	calAnA/joda-woda_karanA
manipulation_noun	haswa-kOSala/joda-woda/CalasAXana(viXi)/prakalana/yukwi_prayoga
manoeurve_noun	prahaswana/kOSala
manoeuvrability_noun	yukwi_kOSalya
manoeuvre_noun	kOSala/xAva-peMca/yukwicAlana
manoeuvring_noun	yukwi_saMsAXana
manometer_UNDEFINED	mEnomItara
manometer_noun	mEnomItara/xAbAnwaramApI
manpower_noun	janaSakwi/mAnava_Sakwi
mantained_noun	banAe/kAyama_yA_jArI_raKanA
manual_noun	niyama_puswaka/niyamAvalI/puswikA/xIpikA/SArIrika/haswa
manufacture_noun	nirmANa/uwpAxana/Oxyogika/vinirmANa
manufacturer_noun	vinirmAwA
manure_noun	KAxa
manuscript_noun	pANdulipi/haswaleKa
map_noun	mAnaciwra/nakSA
mapper_noun	nakSAkAra
mapping_noun	mAnaciwraNa/prawiciwraNa/BUmApana/nakSA_banAnA
margin_noun	hASiyA/upAnwa/guFjAiSa/mArjina
marginal_noun	sImAnwa/upAnwika/upAnwIya
marine_noun	samuxrI/sAgarI
mariner_noun	merinara/nAvika/jahAjI
marisat_noun	merisEta/samuxra_sambanXI_jAnakArI_upagraha
maritime_noun	samuxrI
mark_noun	cihna
marked_noun	afkiwa/suspaRta/viSiRta/cifhnawa_(ulleKanIya
markedly_noun	suspaRta_rUpa_se
marker_noun	cihnaka/cinhaka/mArkara_(paxanAma)/cihnaka_(yanwra)/mArkara
market_noun	bAjAra
marketing_noun	vipaNana
marking_noun	cihna/cihnana
marks_noun	afka
marksheet_noun	afka_sUcI/afkapawra
mars_noun	mafgala/mArsa
marsh_noun	xalaxala
martensite_noun	mArtensAita
martian_noun	mafgalI/mafgalagrahI
martyr_noun	huwAwmA/SahIxa
mascot_noun	SuBafkara
maser_noun	mesara
mashing_noun	masalanA
mask_noun	AcCaxa/mAska/AvaraNa/pracCAxa/muKOtA
masking_noun	AvaraNa/pracCAxana/AcCaxana
mason_noun	rAja/rAjamiswrI
masonry_noun	cinAI/rAjagIrI
mass_adjective	xravyamAna
mass_noun	janasamUha/sAmUhika/vyApaka/saMhawi/xravyamAna
massaging_noun	parimArjana/sanxeSa_preRaNa
massive_noun	saMsWUla/sampuFjiwa/sWUla/BArI/awiviSAla/viSAla/vyApaka
mast_noun	maswUla
master-at-arms_noun	mAstara-Eta-Amrsa
master_noun	aXyApaka/svAmI/mAstara/niRNAwa/praXAna
masterpiece_noun	awyuwwawama_kqwi/SreRTa_kqwi
match_noun	mela/melana
matching_noun	milAna/sumelana
mate_noun	meta
material_noun	sAmagrI/xravya/paxArWa/vaswu
materials_noun	sAmagrI/sAmAna/sAmagriyAM
maternity_noun	prasUwi/mAwqwva
mathematical_noun	gaNiwIya
mating_noun	safgama
matriculate_noun	mEtraki_pAsa
matrimonial_noun	vEvAhika
matrix_noun	AvyUha/mEtriksa
matron_noun	mEtrana
matter_noun	mAmalA/viRaya
mature_noun	paripakva/prODa/pUrNa_honA/paripakva_honA
maturity_noun	paripakvawA/miyAxa_pUrI_honA/prODawA/pUrNawA
maxicomputers_noun	mEksI_kampyUtara
maxim_noun	sUkwi
maxima_UNDEFINED	ucciRTa
maximally_noun	aXikawama
maximum_noun	aXikawama/jyAxA_se_jyAxA/mahawwama/uccawama
maxwell_UNDEFINED	mEksavela
maxwell_noun	mEksavela
mayor_noun	mahApOra/meyara
meals_noun	Bojana
mean_noun	maXyamAna/mAXya/Osawa
means_noun	sAXana/upAya
measure_noun	mApa/nApa/upAya
measurement_noun	mApa/mApana/nApa/mApI/mApaka
measures_noun	upAya_(kAryavAhI
mechanic_noun	mekEnika/miswrI
mechanical_noun	balakqwa/yAnwrika/samparkI
mechanician_noun	mekEniSiyana
mechanics_noun	balavijFAna/yanwravijFAna/yAnwrikI
mechanism_noun	kriyAviXi/yanwrAvalI/kala/wanwra_(kriyAviXi/wanwra/warIkA
mechanist_noun	yAnwrika/mekEnista
mechanized_noun	maSInIkqwa
media_noun	mAXyama
median_adjective	mAXyikA
median_noun	maiXyakA/mAXyikA
mediation_noun	maXyagawA
mediator_noun	maXyaga
medical_noun	cikiwsA
medicinal_noun	OSaXIya
medicine_noun	AyurvijFAna_xavA
medico-legal_noun	cikiwsA-viXika
medium_noun	mAXyama/maXyama/mAXya/vAhaka/poRa_paxArWa
meet_noun	milana
meeting_noun	bETaka/saBA/goRTI/aXiveSana/mItiMga
mega_noun	megA
megabit_noun	megAbita
megabyte_noun	megAbAita
megacycle_noun	megAsAikila/megA_sAyakila
megapolis_noun	bqhannagara/virAtanagara
megawatt_noun	megAvAta
meggar_noun	megara
megger_noun	megara
melting_noun	piGalanA/galana
member-in-charge_noun	praBArI_saxasya
member_noun	saxasya
membership_noun	saxasyawA
membrane_noun	JillI
meme_noun	mema
memo_noun	jFApana/memo
memorandat_noun	FApana
memorandum_noun	jFApana
memorandumt_noun	FApana
memorial_noun	smAraka/aByAvexana
memorialist_noun	aByAvexaka
memory_noun	smqwi/mEmorI
menace_noun	safkata/joKima
menu_noun	menU/Bojya_wAlikA/prasUcI/prasUci
merchandise_noun	vANijya-vaswu/sOxA/vANijya_(viXi)
mercury_noun	buXa/markarI/pAraxa/pArA
merge_noun	anwaranihiwa/vilaya
merger_noun	vilayana
merging_noun	saMvilaya
meriblastic_noun	aMSakoraka
meridian_noun	Xruvavqwwa/yAmyowwara
meridional_noun	reKAMSika/yAmyowwarIya
meristematic_noun	viBajyowakI/viBajyowaka
merit_noun	guNa/yogyawA
meritorious_noun	suyogya/sarAhanIya/praSasya/meXAvI/guNavAna
merits_noun	guNAvaguNa
mesh_noun	jAla/jAlI
mesocarp_noun	maXyaPalaBiwwI
mesoclimate_noun	maXya_jalavAyu
mesomorphic_noun	maXyAkqwi/maXya_Akqwika
meson_noun	mesoYna
mesopause_noun	maXya_sImA
mesosphere_noun	maXya_maNdala
mesospheric_noun	maXya_maNdalIya
mesotron_noun	mesotroYna
mesozoic_noun	maXyajIvI
message_noun	saMMnxeSa/sanxeSa/sUcanA
messaging_noun	sanxeSana
messenger_noun	sanxeSavAhaka
messman_noun	mesamEna
metabolic_noun	upApacayI
metabolities_noun	upApacayaNa/metAbolAitIja
metabond_noun	XAwubanXaka
metaclass_noun	metAvarga
metal_noun	XAwu
metallic_noun	XAwuka
metallisation_noun	XAwulepana
metallising_noun	XAwu_lepana
metallography_noun	XAwu_ciwraNa
metallurgical_noun	XAwukarmIya
metallurgist_noun	XAwukarmIZ
metanetwork_noun	metAjAlakArya
metaphysics_noun	wawvamImAMsA
metapost_noun	metAposta
metastable_noun	miwasWAyI
metasystem_noun	aXiwanwra
metatropy_noun	BOwika_rUpAnwaraNa
meteor_noun	ulkA
meteoric_noun	vAyumaNdalIya/ulkIya
meteorite_noun	ulkA_piMda
meteoritical_noun	ulkApiMdIya
meteorograph_noun	mOsama_leKI
meteoroid_noun	ulkABa
meteorologist_noun	mOsamavijFAnI/mOsama_vijFAnI/mOsamajFa/mOsamavix/mOsama_vEjFAnika
meteorology_noun	mOsama_vijFAna/mOsama-vijFAna
meteosat_noun	mItiyosEta
meter_noun	mItara
metering_noun	mApana
methane_noun	mIWena
method_noun	viXi/paxXawi/praNAlI/rIwi
methodology_noun	kArya_paxXawi/kAryapraNAlI/praNAlIvijFAna
methods_noun	viXiyAM
methylamine_noun	meWilEmIna/mIWAilaamina
methylosis_noun	rAsAyanika_anwaraNa/meWilIkaraNa
mica_noun	aBraka
micr_noun	ema_AI_sI_Ara
micro-level_noun	sUkRma_swara
micro-nutrients_noun	sUma_poRaka
micro_noun	mAikro/sUkRma/laGu
microbe_noun	jIvANu
microbeam_noun	sUkRma_kiraNa_puFja
microbes_noun	sUkRmajIva/jIvANu/sUkRma_jIvANu
microbial_noun	sUkRmajIvI
microbiologist_noun	sUkmajIva_vijFAnI
microbiology_noun	sUkRmajIvavijFAna
microchip_noun	mAikro_cipa
microclimate_noun	sUkRma-jalavAyu
microcobol_noun	mAikrokobola/mAikro_kobola
microcomputer_noun	mAikro_kampyUtara/sUkRma_aBikaliwra
microcontroller_noun	sUkRma_niyanwraka
microcycle_noun	mAikro_cakra/sUkRma_cakra
microeconomics_noun	vyaRti_arWaSAswra
microfiche_noun	sUikRmakA/mAikroPiSa/sUkRma_saFcikA/sUkRmikA
microfilm_noun	mAikroPilma/mAikroPLlma
microfloppy_noun	mAikro_niyanwraka/mAikro_PloYpI/sUkRma_namyikA
microflora_noun	sUkRma_vanaspawi
microflowchart_noun	mAikropravAha_saFciwra
microframe_noun	mAikro_Prema
micrographics_noun	mAikrogrAPiksa/sUkRmAleKikI
micrography_noun	sUkRma_ciwraNa/sUkRma_AleKI
microhardness_noun	sUkRma_kaTorawA
microimage_noun	mAikro_prawibiMba/sUkRma_prawibiMba
micromainframe_noun	mAikro_aXisaMsAXiwra/mAikromenaPrema/sUkRma_aXisaMsAXiwra/sUkRma_vqhawa_aBikaliwra
micrometeorite_noun	sUkRma_ulkA_piMda
micrometeorology_noun	sUkRma-mOsamavijFAna
micrometer_noun	sUkRma_mApI/sUkRmamApI/mAikromItara
microminiaturization_noun	mAikro_laGurUpaNa
micron_noun	mAikroYna
microorder_noun	sUkRmakrama
microorganism_noun	sUkRmajIva
microphone_noun	mAikroPona/sUkRma_rUpa/Xvani_varXaka
microphonics_noun	mAikroPonikI/mAikroPonI_rava
microphony_noun	mAikroPonI
microphotograph_noun	mAikro_PotogrAPa
microphotography_noun	sUkRma_PotogrAPI
microprobe_noun	mAikroproba
microprocessor_noun	mAikroprosesara/sUkRma_prakramaka/sUkRma_saMsAXiwra
microprogram_noun	mAikro_kramAxeSa/mAikro_progrAma/sUkRma_kramAxeSa/sUkRmAxeSa
micropulsation_noun	sUkRma_spanxana
microscope_noun	mAikroskopa/sUkRmaxarSI
microscopic_noun	sUkRma/sUkRmaxarSanIya/sUkRmaxarSIya
microscopy_UNDEFINED	sUkRmaxarSikI
microsecond_noun	mAikrosekaNda/mAikrosEkeMda
microsection_noun	sUkRma_paricCexa
microsequence_noun	mAikro_anukrama
microsoft_noun	mAIkrosoYPta
microstrip_noun	sUkRma_pattI
microtherm_noun	sUkRmawApI
microwave_noun	mAikro_waMraga/sUkRma_warafga/mAikroveva/sUkRmawarafga/sUkRmawarafga_parijFApI
microwaves_noun	sUkRma_warafgeM
mid-cretaceous_noun	maXya-kreteSiyasa
middleware_noun	maXyama_sAmagrI/midla_veyara
middlings_noun	maXyama_koyalA
midicomputer_noun	maXyama_aBikaliwra/midI_kampyUtara
midpoint_noun	maXya_biMxu
midrib_noun	maXyanAlI
midshipman_noun	midaSipamEna
midterm_noun	maXyapaxa
midwife_noun	midavAiPa/xAI
midwifery_noun	prasUwi_vixyA
migrant_noun	pravAsI
migration_noun	aBigamana/pravAsana/pravAsa
mike_noun	mAika
mil_noun	mila_(iMca_kA_hajAravAz_BAga)
milch_noun	xuXArU
milchy_noun	xUXiyA
mildew_noun	AsiwA
mileage_noun	mIla-xUrI_(mIla_BawwA
milestone_noun	mIla_pawWara/lakRya
militia_noun	miliSiyA/nAgarika_senA
milker_noun	xohaka
milky_noun	xUXiyA
mill_noun	mila_cakkI/mila/cakkI/peRanI
millennium_noun	sahas/AAfbxa
milling_noun	peRaNa/miliMga
million_noun	miliyana
millisecond_noun	milI_sekaNda/milI_sEkenda
mime_noun	mAima
mine_noun	KAna/Kani
mineral_noun	Kanija
mineralisation_noun	KanijIkaraNa
mineralization_noun	KanijIBavana/Kanijana
mineralized_noun	KanijIkqwa/KanijIyukwa
mineralogical_noun	KanijIya/Kanija_vijFAna_sambanXI
mineralogist_noun	KanijavijFAnI
minerology_noun	Kanija_vijFAna
miniature_noun	laGu/CotA
minicomputer_noun	laGu_aBikaliwra/laGu_kampyUtara
minidiskette_noun	laGu_disketa
minimization_noun	nyUnawamIkaraNa
minimizing_noun	nyUnawamIkaraNa/nyUnIkaraNa
minimum_noun	nyUnawama/kama-se-kama
mining_noun	Kanana/Kanikarma
minister_noun	manwrI
ministerial_noun	lipikavargIya/anusacivIya_(viXi)/sacivIya
ministry_noun	manwrAlaya
minor_noun	amuKya/avayaska/aprApwavaya/nAbAliga/laGu/gONa
minority_noun	alpasafKyA/alpasafKyaka/alpa-safKyaka_varga/alpamawa/avayaskawA
mint_noun	takasAla
minterm_noun	guNAxa/guNaxa/guNanayogapaxa
minutes_noun	kAryavqwwa/tippaNa
mips_noun	ema_AI_pI_esa/mipsa
mirror_noun	xarpaNa
mis_noun	ema.AI.esa.(prabanXana_sUcanA_sevA)
misalignment_noun	kureKaNa/kusaMreKaNa/kusaMreKana
misappropriation_noun	xurviniyojana
misbehaviour_noun	xuvryavahAra
miscellaneous_noun	prakIrNa/viviXa/Putakara
mischief_noun	SarArawa/uwpAwa_rifRta_(viXi)
misclosure_noun	samApana_aSuxXi/samApana_galawI
misconduct_noun	kaxAcAra/apacAra/xurvyavahAra
misfire_noun	paWaBraRtana/avisPotana
mislead_noun	gumarAha_karanA/Brama_meM_dAlanA
mismanagement_noun	kuprabanXa
mismatch_noun	kumela
misrepresentation_noun	anyaWA-kaWana/galawa_ciwraNa
missile_noun	misAila/prakRepAswra
mission_noun	aBiyAna/miSana
mist_noun	kuhAsA/XUmikA
mistake_noun	BUla/wruti
mistry_noun	miswrI
misuse_noun	xurupayoga/xurupayoga_karanA
mite_noun	kIta
mitigate_noun	kama_karanA/GatAnA/Samana_karanA
mitigating_noun	kama_karanA
mitigation_noun	nyUnIkaraNa/Samana/Ramana/kamI
mix_noun	miSraNa
mixed_noun	mifSrawa/milAjulA
