A-level_noun	ucca_swarIya
pass_noun	xarrA/uwIrNa/saPalawA/safkewa_Sabxa/safkatApanna_avasWA/praveSa_pawra/pAsa/nijI_kuzjI/nAjuka_hAlawa/leKa_puswikA/jaladamarUmaXya/haswakOSala/GAtI/anumawi_pawra
passage_noun	anucCexa/yAwrAXikAra/yAwrA/wakarAra/svIkqwi/pEseja_hAzka/pEseja/paWa/parivarwana/paraspara_viSvAsa_vinimaya/mArga/maFjUrI/malowsarjana/leKAMSa/kirAyA/gamana-sWAna/gamana_svAwanwrya/galI/gal/barAmaxA/BAdA/azSa/aMSa/gamana/galiyArA/nAlikA_mArga
passbook_noun	pAsabuka
passenger_noun	yAwrI/yAwrI_kabUwara/paWika/musAPira/karmI_xala
passer-by_noun	paWika/rAhI
passing_noun	samApwi/mqwyu
passing_verbal_noun	biwa
passion-flower_noun	salIbI_pOXA
passion-fruit_noun	salIbI_Pala
passion-play_noun	xuHKaBoga_nAtaka
passion_noun	BAvAveSa/Xuna/manoBAva/kroXa/sanaka
passive_noun	karmavAcya
passiveness_noun	niRkriyawA/vaSyawA
passivism_noun	SAnwivAxa
passivity_noun	niRkriyawA/vaSyawA
passkey_noun	nIjI_kuFjI/mAstara-kuFjI
passport_noun	pAsaporta/niSciwwama_viXi/pAsaporta{pArapawra}
password_noun	safkewa_Sabxa/safkewa-Sabxa/pAsavarda
past_noun	BUwakAla/awIwa
pasta_noun	pAswA
paste_noun	leI/maCalI_mAMsa_kI_catanI/kAFca_kA_masAlA/lasaxAra_miSraNa
pasteboard_noun	xaPwI
pastel_noun	rafgIna_KadiyA_se_nirmiwa_ciwra/rafgIna_KadiyA/halkA_rafga/pestala{rafgIna_reKA_ciwra_banAne_ke_lie_cAka}
pasteurisation_noun	pAscurIkaraNa/AMSika_nirjIvIkaraNa
pasteurization_noun	pAscurIkaraNA/AMSika_nirjIvIkaraNa
pastiche_noun	miSra_racanA_sqRti/miSra_racanA/miSragIwa/AXAriwa_racanA
pastille_noun	cURa_tikiyA
pastime_noun	manabahalAva/manoraFjana/manbahalAva
pasting_noun	XunAI/BArI_hAra
pastor_noun	pAxarI/gadariyA
pastoral_noun	grAmya{grAmINa_jIvana_kA_ciwra_KIFcawI_huI_wasvIra_yA_kaviwA}
pastry_noun	pestrI/samosA/miRtAnna/kacOdI/pestrI{eka_CotA_mITA_keka}
pasturage_noun	cAragAha
pasture_noun	cArA/carAgAha/cArAgAha
pastureland_noun	cAragAha
pasty_noun	mAMsa_kI_kacOdI
pat_noun	WapakI/tikiyA
patch_noun	tukadA/XabbA/pattI/kRetra/cakawI/BU-KaNda/PAhA
patchboard_noun	svicaborda
patchiness_noun	aniyamiwawA
patchouli_noun	pacOlI_kA_itra/pacOlI
patchwork_noun	guxadI/pEbanxakArI/pazcamela_se_banI_vaswu/joda-jAda
pate_noun	KopadI/sira/pisA_huA_masAlexAra_mAMsa
patella_noun	GutanoM_kI_haddI
patency_noun	spaRtawA
patent_noun	ekasva_aXikAra-pawra/ekasva_aXikAra/kisI_AviRkAra_kA_pUrNa_aXikAra/aXikAra_pawra
patentee_noun	ekasvAXikArI
paterfamilias_noun	kulapiwA
paternalism_noun	piwqsawwAvAxa/pEwqkavAxa
paternity_noun	piwqwva/pEwqwva
path_noun	paWa/sadaka/rAswA/rAha/pagadMadI/mArga/kAryapraNAlI
pathfinder_noun	paWAnveRI
pathogen_noun	rogANu
pathologist_noun	rogavijFAnI
pathology_noun	roga_lakRaNa_vixyA/vikqwi_vijFAna/vikqwivijFAna/rogavijFAna
pathos_noun	karuNa_rasa/kAruNikawA
pathway_noun	paWa
patience_noun	XIraja/XErya/sahanaSIlawA/peSensa
patient_noun	rogI/marIja
patina_noun	moracA
patination_noun	moracA
patio_noun	cabUwarA/Azgana/bina_Cawa_kA_barAmaxA
patois_noun	KAsa_bolI
patriarch_noun	kula_piwA/pUjanIya_vqxXa_vyakwi/prAXiXarmAXyakRa/kulapiwA
patriarchate_noun	prAXiXarmAXyakRa-kAryakRewra/prAXiXarmAXyakRa-kAla/prAXiXarmAXyakRa
patriarchy_noun	piwqwanwra/piwqsawwA
patrician_noun	kulIna_vyakwi/kulIna_jana
patricide_noun	piwA_kI_hawyA/piwqhawyA/piwqhanwA
patrimony_noun	pEwrika_sampawwi/XarmaxAya/virAsawa/pEwqka_sampawwi/bapOwI
patriot_noun	xeSaBakwa/svaxeSAnurAga
patriotism_noun	xeSaBakwi
patrol_noun	gaSwI_tolI/gaSwI_xala/gaSwa/bAlacara_gaSwI_xala/gaSwa_lagAnA
patron_noun	saMrakRaka/xarSaka/grAhaka
patronage_noun	saMrakRawA/vqwwi_xene_kA_aXikAra/saMrakRaNa/ASraya
patroness_noun	saMrakRikA
patsy_noun	BolA-BAlA_vyakwi
patten_noun	KadAzU
patter_noun	patapatAhata/badabadAhata/wadawadAhata
pattern_noun	namUnA/warIkA/uxAharaNa/rUpa/pEtarna/pawirUpa/nakSA/dijAina/citra/AxarSa/Akqwi/AkAra/AByAsa/prawirUpa
patterning_noun	namUnA/Akqwi
paucity_noun	kamI/alpawA
paunch_noun	wonxa
paunchiness_noun	wunxilawA/wonxiyalapana
pauper_noun	nirXana_manuRya/kafgAla
pauperism_noun	garIbI
pauperization_noun	garIbI
pause_noun	yawi/virAma/TaharAva/roka/avasAna/avakASa
pavement_noun	patarI/pevameNta{pawWara_yA_INta_kA_mArga}
pavilion_noun	pEviliyana/rafgamaFca/krIdAsWala/KemA/pEviliyana{gumbajaxAra_imArawa}/maNdapa
paw_noun	paFjA
pawn_noun	pExala_moharA/pyAxA/moharA/kaTapuwalI/banXaka
pawnbroker_noun	giravI_xalAla
pawnshop_noun	giravI_kI_xukAna
pawpaw_noun	papIwA
pay-as-you-earn_noun	Aya_meM_se_kara_katOwI_paxXawi
pay-bed_noun	Ama_aspawAla_meM_kiryAe_kA_biswara
pay-claim_noun	vewana_baDowarI_mAfga
pay-day_noun	vewana_xivasa
pay-off_noun	BugawAna/uciwa_xaNda/uciwa_Pala/GUsaKorI
pay-packet_noun	BugawAna_liPAPA
pay-phone_noun	saSulka_Pona
pay_noun	wenaKAha/vewana/mUlya/mehanawAnA/majaxUrI/kamAI/BugawAna/AmaxAnI/wanaKvAha
payable_noun	leKA_xeya
payday_noun	vewana_xivasa/BugawAna_xina
payee_noun	prApwakarwA
payer_noun	BugawAnakarwA
paying-guest_noun	saSulka_awiWi
payload_noun	bama_yA_misAila_ke_PUtane_kA_sAmarWya/visPotaka_Sakwi/sPotaka_SIrRa/AyaBAra/anwarikRa_upakaraNa
paymaster_noun	wanaKvAha_bAztane_vAlA/vewanAXikArI/pEsA_xekara_avEXa_kAma_karavAne_vAlA
payment_noun	BugawAna/vewana/prawikAra/KarcA/inAma/baxalA/baKaSISa/axAyagI/axA_kI_gaI_rakama
payoff_noun	PAyaxA/prawixAna/munAPA/lABa
payout_noun	pEsoM_kA_viSAla_BugawAna/badA_BugawAna
payphone_noun	saSulka_Pona
payroll_noun	kula_vewana_BugawAna/BugawAna_rajistara
payslip_noun	vewana-parcI
pc_noun	pI_sII
pea-green_noun	matara_hariwa
pea_noun	matara/matara_kI_CimmI
peace-offering_noun	SAnwi-upahAra
peace_noun	amana/yuxXa-virAma/sulaha/suKa-SAnwi/SAnwi/samaJOwA/niswabXawA/karAra/ekawA/cEna
peaceableness_noun	SAnwi
peacefulness_noun	SAnwi
peacemaker_noun	sanXAwA/sanXikarwA/SAnwi-sWApaka/sanXi_karAnevAlA
peacetime_noun	SAnwikAla/SAnwikAla{jisa_samaya_yuxXa_nahIM_ho_rahA_ho}
peach_noun	halkA_gulAbI_rafga/AkarRaka_vyakwi/AdU/SaPawAlu/pIlApana_lie_gulAbI_rafga
peacock_noun	mora
peahen_noun	moranI
peak_noun	cotI/topI_kA_kinArA
peal_noun	TahAkA/safgIwamaya_GaNti/nAxa/KanaKanAhata/attahAsa
peanut_noun	mUzgaPalI/mAmUlI_pAriSramika/alpamAwrA_meM_XanarASI
pear_noun	nASapAwI
pearl_noun	mowI/kqwrima_mowI
peasant_noun	kisAna/xehAwI
peasantry_noun	kqRaka_varga
pease-pudding_noun	suke_matara_kA_pakavAna
peat_noun	pAzsa
pebble-dash_noun	xAnexAra_gaca
pebble_noun	kafkada/kafkadEYa/batiyA
peccary_noun	sUara_jEsA_jAnavara
peck_noun	CotA_sA_cumbana/coFca-prahAra/caFcu_prahAra
pecker_noun	kadakodA/kaTaPodavA
peckerwood_noun	kaTaPodavA
pecs_noun	aMsapeSI
pectoral_noun	vakRABURaNa/aMsapeSI
pectoralis_noun	aMsapeSI
peculiarity_noun	viSiRtawA/anUTApana
pedagogics_noun	SikRASAswra
pedagogue_noun	aXyApaka/SikRaka
pedagogy_noun	SikRASAswra/SikRA/aXyApana
pedal_noun	pEdala
pedant_noun	latakana/paNdiwavAxI
pedantry_noun	pANdiwya-praxarSana
peddler_noun	PerI_vAlA/naSIlI_xavAeM_becane_vAlA
peddling_noun	mAla_becanA
pedestal_noun	pAxa_pITikA/XAnI/sWAna
pedestrian_noun	pAxacArI/pExala_calane_vAlA
pedestrianisation_noun	pAxacArIkaraNa
pedestrianization_noun	pAxacArIkaraNa
pediatrician_noun	SiSucikiwsaka
pediatrics_noun	bAlacikiwsA
pediatrist_noun	SiSucikiwsaka
pedicure_noun	pEroM_kI_saPAI_karanA/pAxaprasAXana/pAxacikiwsA
pedigree_noun	vaMSa/vaMSAvalI/nasla
pediment_noun	wrikoNikA
pedlar_noun	PerI_vAlA
pee_noun	peSAba_karanA/peSAba
peek_noun	Jalaka
peel_noun	CilakA
peeler_noun	CilanevAlA/kapade_uwArawe_hue_nqwya_karane_vAlA/CIlane_vAlA_cAkU/CIlane_vAlA
peelings_noun	CIlana
peels_noun	CIlana
peep-hole_noun	JaroKA/JAzkane_kA_Cixra
peep-show_noun	sErabIna
peep_noun	JAzkI/wAka_jAfka/Jalaka/cUz_cUz/cIM-cIM
peeper_noun	wAka-JAzka_karane_vAlA
peeping-tom_noun	wAzka-JAzka_karanevAlA
peer-group_noun	samAna_vyakwiyoM_kA_samUha
peer_noun	joda/sAmanwa/samakakRa_vyakwi
peerage_noun	saxasyawA/pIyara_paxa/aBijAwa-varga
peevishness_noun	cidacidApana
peewee_noun	nAtA
peewit_noun	titaharI
peg-leg_noun	kqtrima_pEra
peg_noun	KUztI/lakadI_kI_tAzga/KUztA
pegleg_noun	lakadI_kI_tAzga
peignoir_noun	DIlA_gAuna
pekineses_noun	eka_prakAra_kA_kuwwA
pel_noun	pela
pelican_noun	jalAsiMha/pelIkAna_pakRI
pellagra_noun	carmagrAha
pellet_noun	golI/CarrA/gutikA
pelmet_noun	pelmeta/lakadi_kA_dAFcA/lohe_Axi_kA_paraxA_lagAne_kA_daNdA
pelt_noun	KAla
pelter_noun	mUsalAXAra_varRA
pelvis_noun	SroNi-praxeSa/kUlhA
pen-friend_noun	pawramiwra
pen-knife_noun	cAkU
pen-name_noun	upanAma
pen-pusher_noun	lipika/kalamaGasIta
pen_noun	kalama/leKanI/racanA-SElI/pEna/paXxawi/leKaka/kqwi/haMsinI/GerA/banxIgqha/bAdA/jAnavaroM_kA_bAdA/jela
penal-code_noun	xaNda_saMhiwA
penalty_noun	xaNda/penAlty/jurmAnA/sajA
penance_noun	prAyaSciwwa/xaNda/prAyaSciw
pence_noun	peMsa/pEnsa{ifgalENda_kI_muxrA}
penchant_noun	viSeRa_ruci/JukAva
pencil-case_noun	peMsila_raKane_kI_dibbA/pena-pensila_kA_baksA
pencil-pouch_noun	pena-pensila_kA_WElA
pencil-sharpener_noun	pensila_CIlane_vAlA
pencil-sharpner_noun	peMsila_banAne_kA_yanwra
pencil_noun	peMsila/wUlikA/rASi/kUzcI
pendant_noun	lolaka/laketa/JUmara_lEmpa/latakana
pendulum_noun	lolaka/pendulama
penetration_noun	veXana/praveSa/Bexana
penguin_noun	eka_cidiyA/peifgavIna
penicillin_noun	peMsilina/penisilIna
peninsula_noun	prAyaxvIpa
penis_noun	lifga
penitence_noun	paScAwwApa
penitent_noun	paScAwwApI
penitentiary_noun	banxIgqha/suXAragqha
penknife_noun	jebI-cAkU
penman_noun	leKaka
pennant_noun	pawAkA/vijayaXvaja/puraskAra
penning_noun	leKana
pennon_noun	pawAkA
penny-pincher_noun	kaFjUsa
penny-pinching_noun	kaFjUsI
penny_noun	sikkA/penI{britiSa_kareMsI}
pension_noun	nivqwwi_vewana/peMSana/nivqwi-vewana/bordIfga_hAUsa
pensionary_noun	peMSanaBogI
pensioner_noun	peMSanaBogI
penstock_noun	jalaxvAra/jalamArga
pentagon_noun	paFcaBujI/paFcaBuja
pentagonal_noun	paFcaBujIya
pentameter_noun	paFcapaxI_paxya
pentazocine_noun	pentAjosIna
penthouse_noun	sAyabAna/pENtahAusa
penury_noun	xarixrawA/garIbI
peony_noun	rafga-birafge_PUloM_vAlA_pOXA/peonI_pOXA
people_noun	loga/samAja/rARtra/prajA/nivAsI/nAgarIka/majaxUra/kutumba/karmacAr/janawA/janasamUha/jana-samUha/anya_riSwexAra/anucAra/jAwi/xeSavAsI/vaPAxAra_loga/riSwexAra
pep_noun	sPUrwi
pepper-mill_noun	mirca_pisane_kI_cakkI/pIsane_kI_cakkI
pepper-pot_noun	mircaxAnI
pepper_noun	gola_mirca/URaNa/mIrca/mirca/mIracA/marIca/kAlI_mirca/eka_prakAra_kA_sabjI
pepperbox_noun	mircaxAnI
peppercorn_noun	mirca_kA_xAnA
peppermint_noun	pIparamiNta/poxIne_kA_arka/piparamiNta
perambulation_noun	cahalakaxamI
perambulator_noun	baccA_gAdI/baccA-gAdI
percent_noun	prawiSawa
percentage_noun	prawiSawawA/prawisEkadA/anupAwa/aMSa
perception_noun	prawyakRa_jFAna/avaboXana/anwarxqRti/aBijFawA/prawipawwi_jFAna
perceptiveness_noun	avaboXakawA/anuBUwikRamawA
perceptivity_noun	avaboXakawA/anuBUwikRamawA
perch_noun	TikAnA/kavaI_maCalI/cakkasa/baserA/cidiyoM_ke_bETane_kA_addA/UzcA_sWAna/eka_prakAra_kI_maCalI
percolator_noun	kAPI_banAne_kA_yanwra
percussion_noun	wabalA_Axi_vAxya_yanwra/wAlavAxya/wAlavAxaka_xala/vAxya_yanwra_viBAga
percussionist_noun	vAxya_yanwra_bajAnevAlA/wAlavAxaka
perdition_noun	naraka_vAsa
peregrine_noun	baharI
perennial_noun	saxAbahAra_vqkRa/bArahamAsI
perestroika_noun	ArWika_yA_rAjakIya_saMskaraNa/perestroikA
perfect_noun	pUrNakAla/pUrNaBUwa
perfection_noun	sampUrNawA/pUrNawA/nipuNawA/nirxoRawA/pravINawA/saba_prakAra_se_sanwoRapraxa
perfectionism_noun	pUrNawAvAxa
perfectionist_noun	pUrNawAvAxI
perfective_noun	pUrNakAla
perfidy_noun	kapata
perforation_noun	CexoM_kI_kawAra
perform_noun	Kela
performance_noun	kArya/upalabXi/praxarSana/pAlana/nAtaka/aBinaya/anuRTAna/kriyA/SIGrawA_ke_sAWa_TIka-TAka_kAma_karane_kI_kRamawA/sampAxana
performer_noun	aBinewA/praxarSaka/kalAkAra/karwA
performing-arts_noun	rafgakalAez
perfrumery_noun	iwra_banane_yA_bikane_kI_xukAna
perfume_noun	seNta/iwra/KuSabU
perfumer_noun	iwraParoSa
perfumery_noun	iwraSAlA/iwraParoSI/iwra_kI_xukAna
pergola_noun	maNdapa
perigrination_noun	yAwrA
peril_noun	KawarA/safkata/KawaranAka_sWiwi
perimeter_noun	pariXi/parimApa
period_noun	kAla/xOra/samaya/pUrNa_virAma/parikramaNa_kAla/parikramana_kAla/mAsika_XarmI_samaya/GaNtA/avaXi/yuga/kalpa/rajoXarma
periodic-table_noun	AvarwasAraNI
periodic_noun	niyawakAlika
periodical_noun	niyawakAlika_pawrikA
peripatetic_noun	pariBrAmI_vyakwi
peripheral_noun	periPerala
periphery_noun	GerA/pariXi/bAhya_sawaha
perishables_noun	vikArI_KAxya
peristalsis_noun	kramAfkucana
peritonitis_noun	peta_kI_JillI_kA_roga
periwinkle_noun	perivifkala
perjure_noun	nyAyAlaya_meM_JUta_bolane_kI_prakriyA
perjurer_noun	kUta_sAkRI/JUTA_gavAha
perjury_noun	JUTI_gavAhI/kUta_sAkRya
perk_noun	parilabXi/anulABa
perkiness_noun	akada/XqRtawA/sPUrwi
perm_noun	bAloM_ko_lahariyAxAra_banAne_kI_kriyA/parma
permafrost_noun	sWAyI_wURAra
permanence_noun	sWAyiwva
permanency_noun	sWAyiwva
permanent_noun	kqwrima_lata
permeability_noun	pAragamyawA
permeableness_noun	pAragamyawA
permeation_noun	pAragamana/vyApwi
permission_noun	ijAjawa/sammawi/maFjUrI/AjFA
permissiveness_noun	varjanAhInawA
permit_noun	anUjFA/paramita/anumawi/AjFA-patra/AjFA
permutation_noun	kramacaya/AmUla_parivarwana
peroration_noun	upasaMhAra
peroxide_noun	rasAyanika/pEraksAida
perpendicular_noun	parapeNdikulara_Silpa/lamba
perpendicularity_noun	aBilambawA
perperator_noun	pApa_karma_karane_vAlA
perpetration_noun	aparAXa_karma/aparAXakarma
perpetrator_noun	aparAXakarwA
perpetual-motion_noun	sawawa
perpetuation_noun	jArI_raKanA
perpetuity_noun	niranwarawA/sWAyiwva
perplexity_noun	GabarAhata/pecIxagI/jatilawA/hErAnI/tilawA
perquisite_noun	anulABa/prAXikAra
perry_noun	nASapAwI_kI_maxirA/pErI/nASapAwI_kI_SarAba
persecution_noun	uwpIdana/awyAcAra
persecutor_noun	awyAcArI/uwpIdaka
persecutors_noun	uwpIdaka/awyAcArI
persentation_noun	praswuwIkaraNa/upahAra/praswuwi
perseverance_noun	niranwara_prayawna/xqDawA
persian-carpet_noun	PArasI_catAI
persian_noun	PArasI_BARA
persians_noun	PArasI
persimmon_noun	wenxU_Pala
persistence_noun	aBiniveSa/xqDawA/jixa/avasWiwi
persistency_noun	xqDawA
person_noun	vyakwi/xeha/SarIra/AxamI/anya_purURa/puruRa/IsAI_majahaba
persona-non-grata_noun	asvIkArya_vyakwi
persona_noun	aBinaya/Cavi
personage_noun	mAnya_vyakwi/vyakwi
personal_noun	pErAgrAPa
personality_noun	vyakwiwva/prasixXa_kalAkAra/caritra/viSeRa_cariwra
personification_noun	mAnavIkaraNa/sAkAra_rUpa
personnel_noun	karmacArI_varga/viBAga/kAryakarwA/karmacArI_viBAga
perspective_noun	pariprekRya/yaWArWa/xqSya/xqRtikoNa
perspex_noun	pAraxarSIyawA
perspicaciousness_noun	samaJaxArI/kuSAgrawA
perspicacity_noun	samaJaxArI/kuSAgrawA
perspicuity_noun	spaRtawA
perspicuousness_noun	spaRtawA
perspiration_noun	pasInA/svexa
persuasion_noun	anunaya/XAraNA/Xarma
persuasiveness_noun	prawyayakAriwA
pertinacity_noun	xqDawA
pertinence_noun	prAsafgikawA
pertinency_noun	prAsafgikawA
pertness_noun	XqRtawA
perturbation_noun	aSAnwi
pertussis_noun	kukura_KAzsI/kAlI_KAzsI
pervasiveness_noun	vyApakawA
perverseness_noun	vikqwi/BraRtawA
perversion_noun	kAmavikqwi/viprawIpawA/vikqwi/sahI_se_jalawa_meM_parivarwana
perversity_noun	vikqwi/xuRtawA/uxxaNdawA/BraRtawA
pervert_noun	vikqwakAmI/vikqwa_vyakwi
peseta_noun	spena_kI_muxrA/spena_kA_sikkA
peso_noun	letina_amerikA_Ora_Pilippinsa_kI_muxrA/peso
pessary_noun	pesarI/pinXA
pessimism_noun	nirASAvAxa
pessimist_noun	nirASAvAxa/nirASAvAxI
pest_noun	hAnikAraka_jIva/vinASakArI_kIta/vinASakArI_jAnavara/KIJa_xilAne_vAlA/kaNtaka
pesticide_noun	kItanASakaxavA/kItanASaka
pestilence_noun	mahAmArI
pestle_noun	mUsalI
pet-name_noun	pyAra_kA_nAma
pet_noun	xOrA/roRa/priya_vyakwi/pAlawU_paSu/JuzJalAhata/premapAwra
petal_noun	pazKudI/pafKudEYI
petha_noun	peTA
petit-bourgeosis_noun	nimna_burjuA
petition_noun	nivexanapawra/yAcikA/Avexana_pawra/arjI
petitioner_noun	arjIxAra
petrel_noun	samuxrakAka
petrochemical_noun	petro-rasAyana/SElarasAyana/petrorasAyana
petrol-bomb_noun	petrola_boYmba
petrol-station_noun	petrola_pampa
petrol_noun	petrola/BU-wela
petroleum-jelly_noun	vEsalIna
petroleum_noun	petroliyama/BUwela
petrology_noun	SElavijFAna/SElikI
petticoat_noun	petIkota/sAyA
pettifogger_noun	beImAna_AxamI
pettifoggery_noun	kahA-sunI
pettiness_noun	wucCawA/safkIrNawA/oCApana/anuxArawA
petty-cash_noun	KuxarA_rokada
petty-officer_noun	nAvika_aXikArI
petulance_noun	cidacidApana/baxamijAjI
petunia_noun	sanXyA_mAlawI
pew_noun	girajAGara_meM_Asana/Asana
pewit_noun	titaharI
pewter_noun	jaswA/jaswe_kI_banI_vaswu/jaswA_ke_barwana
pfennig_noun	daca_kA_sikkA
phalanx_noun	vyUha/safGatiwa_xala
phallus_noun	lifga_prawimAna/lifga
phalsa_noun	PAlasA
phantasm_noun	mohaCAyA
phantasmagoria_noun	mAyAjAla
phantasy_noun	svEra_kalpanA
phantom_noun	prewa/BuwahA_vicAra/BUwa/Brama
pharmaceutical_noun	ORaXa
pharmaceutics_noun	ORaXa-nirmANa-vijFAna
pharmacist_noun	ORaXajFa/ORaXa_vikrewA/ORaXakAraka
pharmacologist_noun	ORaXa_vijFAnI/BeRajaguNavijFAnI
pharmacology_noun	ORaXa_vijFAna/ORaXaSAswra
pharmacopeia_noun	ORaXakoSa
pharmacopoeia_noun	ORaXa_koSa/ORaXakoSa/BeRaja_safgraha
pharmacy_noun	ORaXa_nirmANa_vijFAna/ParmesI/ORaXa_vijFAna/ORaXaSAlA/ORaXAlaya
pharyngitis_noun	grasanI_SoWa
pharynx_noun	grasanI
phase_noun	pahalU/sWiwi/caraNa/kalA/avasWA
pheasant_noun	cidA/wIwara
phenol_noun	kArabAlika/Pinala
phenomenology_noun	xqSya-GatanA-vijFAna/xqSyapaFcaSAswra/GatanA-kriyA-vijFAna
phenomenon_noun	xqgviRaya/waWya/axBuwa_GatanA
pheromone_noun	safkewa
phial_noun	SISI
philalogist_noun	BARASAswrI
philanderer_noun	irakabAja/vyaBicArI
philanthropist_noun	mAnavapremI/paropakArI/mAnava-premI/lokopakArI/lokopakAraka
philanthropy_noun	mAnavaprema/mAnava-prema/lokopakAra
philatelist_noun	tikata_safgrahI/tikata-samgrahakarwA
philately_noun	tikata_safgraha/tikata-safgrahaNa
philia_noun	sneha
philistine_noun	viRayAsakwa/abOxXika_vyakwi
philistinism_noun	virayAsakwi
philologist_noun	BARASAswrI
philology_noun	BARAsAswra/BARASAswra
philosopher_noun	xArSanika/xarSanaSAswrI/wawwvajFa
philosophising_noun	cinwana
philosophizing_noun	cinwana
philosophy_noun	xarSana_SAswra/xarSanaSAswra/XAraNA/sixXAnwa/xarSana_[SAswra]
phlebogram_noun	SirAleKa/SirAciwra
phlebotomy_noun	SirAveXana
phlegm_noun	balagama/SAnwaciwwawA/niRkriyawA/kaPa/SleRma
phobia_noun	dara/PobiyA/Baya/BIwi
phoenix_noun	amarapakRI/PIniksa
phone-book_noun	telIPona_nambara_liKanevAlI_puswaka
phone-in_noun	Pona_kiye_gaye_praSnoM_kA_prasAraNa
phone_noun	telIPona/Pona
phonebook_noun	telIPona_nirxeSikA
phoneme_noun	XvanigrAma/svanima
phonemics_noun	svAnimII
phonetics_noun	svara_vijFAna/Xvani_kA_axXyana/svaravijFAna
phoney_noun	pAKaNdI/jAlI_vaswu
phonology_noun	svara_vijFAna/svAnimII
phony_noun	pAKaNdI/jAlI_vaswu
phosphate_noun	sPura_Amla_se_banA_huA_kRAra
phosphorescence_noun	sPuraxIpwi
phosphorus_noun	PAsaPorasa
photo-call_noun	Poto_kala
photo-fit_noun	mujarima_kI_wasvIra
photo_noun	wasvIra/Poto/ciwra
photocopier_noun	PotokapI_maSIna/PotokapI_karane_kI_maSINa
photocopy_noun	PotokApI
photograph_noun	Poto/PotogrAPa/citra/CAyAcitra/Aloka_citra
photographer_noun	PotogrAPara
photography_noun	PotogrAPI/CAyAcitraNa/cAyAcitraNa
photon_noun	Potana
photostat_noun	PotostEta/kapI
photosynthesis_noun	prakASa-saMSleRaNa
phrase_noun	vAkyAMSa/SElI/paxabanXa/muhAvarA/kahAvawa/gIwAMSa/BARA
phraseology_noun	vAkyaracanA/Sabxa-vinyAsa
phrasing_noun	sWAyana/Sabxa-vinyAsa
phthisis_noun	PupPusIya_yakRamA
phylloquinone_noun	PAilokvinana
phylum_noun	jAwi/samuxAya/safGa
physiatrics_noun	BOwika_cikiwsA
physic_noun	virecaka/recaka
physical_noun	SarIra/prakqwi
physicality_noun	SArIrika_bala/viRayAsakwawA/BOwikawA
physician_noun	cikiwsaka/dAktara/vExya
physicist_noun	BOwika_vijFAnI/BOwikavijFAnI/BOwikaSAswrI
physics_noun	BOwika_vijFAna
physio_noun	BOwika_cikiwsaka/BOwika_cikiwsA
physiognomy_noun	Akqwi_vijFAna
physiologist_noun	SarIravijFAnI
physiology_noun	SarIra_kriyA_vijFAna/SarIravijFAna/jIvana_paxvawi
physiotherapist_noun	BOwika_cikiwsaka
physiotherapy_noun	SArIrika_cikiwsA/BOwika_cikiwsA
physique_noun	SarIra-gaTana/SArIrika_gaTana/kaxa-kATI/dIla-dOla
phytonadione_noun	PAitonEdiyana
pi_noun	pAi
pianist_noun	piyAno_bajAne_vAlA/piyAnovAxaka
piano_noun	piyAno/mahAvAxya
piazza_noun	cOka
pic_noun	Poto
pick-axe_noun	kuxAlI/gOzwI
pick-me-up_noun	uwwejaka_peya
pick-up_noun	suXAra/pika_upa/gawivarxXana/CotI_vEna/Akasmika_yOna_sambanXiwa_vyakwi/vEna
pick_noun	Pasala/pariRkAraka/kuxAlI/cayana/bAnA
picker_noun	cunane_kI_maSIna/cayanakarwA
picket_noun	XaranEwa/XaranA_xena_vAlA/XaranA/paharexAra/KUztA
picketing_noun	XaranA/XaranA_xenA/GerA
pickings_noun	upara_kI_AmaxanI/AsAnI_se_milane_vAlA_Xana
pickle_noun	acAra/catanI
picklepuss_noun	baxamijAja
picknicker_noun	pikanika_manAne_vAlA
pickpocket_noun	jebakawarA
picnic_noun	pikanika/AsAna_kAma/vanaBoja/laGuyAwrA
picnicker_noun	pikanika_manAne_vAlA
pictorial_noun	saciwra_pawrikA
picture_noun	ciwra/xqSya/xaSA/wasvIra/varNana/sWiwia/sinemA/prawimA/kalpanA/citralipi/citra/calaciwra/Poto/sinemA_yA_telivijana_kA_parxA/Pilma/mAnasika_ciwra/manohara_vaswu
picturesqueness_noun	suramyawA/sajIvawA
piddle_noun	peSAba
pidgin_noun	miSriwa_BARA
pie_noun	kacOdI/pAI/KicadI
piece-work_noun	ujarawI_kAma
piece_noun	tukadA/wopa/vaswu/uxAharaNa/sikkA/seta/saFcaya/sAmagrI/sAhiwyika_racanA/racanA/nibanXa/moharA/misAla/leKa/kRaNa/kArya/KaNda/kalAkqwi/hissA/banxUka/BAga/anwara/aMSa/eka_seta_meM_se_pqWaka
pied-a-terre_noun	eka_Ora_CotA-sA_Gara/CotA_PlEta
pier_noun	swamBa/powaGAta/KamBA/goxI/bAnXa/sewubanXa/bAzXa
pierrot_noun	BAzda
pietism_noun	awiXArmikawA
piety_noun	XarmaparAyaNawA
piffle_noun	bakavAsa
pig_noun	suara/sUara_kA_baccA/sUara/rICa/piNda/maMsa/lAlacI/ganxA/vyarWa_Ora_nIrasa_kArya
pigboat_noun	panadubbI
pigeon-hole_noun	KAnA
pigeon_noun	kabUwara
piggery_noun	bAdA/KobAra
piggy-back_noun	pITa_para_laxa_ke_calanA
piggy-bank_noun	gullaka
