#	/Amidst/Bilberry/Fine,/I/It/It/Kaladhungi/On/Ratna/The
###########################################################################################################	The
#-----------	The
#------------------	The
#-------------------	The
#==================	The
#===================	The
#A	descendant
#All	salesmen/the
#As	a/the
#Besides,	Aptech,
#But	do/this/when/you
#By	Alpana/Anita/Krithika/Nandini/Preeti/Sarita/drinking
#Chew	the
#Children	are
#Discounting	Bills
#Do	not/not
#Drink	plenty
#English-compound-word	Hindi-meaning
#Following	entries
#Fruits	and
#GITMO	was
#He	came
#I	am/want/will
#In	comparison/this,
#India	has
#It	was
#Kalajar	is
#Keep	taking
#Look,	I
#Lord	Caitanya
#New	Entries
#Not	only
#One	does
#Researches	have
#Structure_of_the_file:	have
#Suggested	by/by
#The	citizens/danger/use
#There	are
#Therefore	everybody
#Therefore,	the/the
#This	is/palace
#Unplugging	the
#We	saw
#What	is/is
#When	Arjun/these
#Yes	of
#Yes,	Yes.
#You	keep/keep
#based_on	para_AXAriwa
#powered	wheelchair
#station	master
,_in_short_,	safkRipwa_meM
involving_question_of_policy	jisameM_vyavahAra_karane_kI_prawikriyA_SAmila_ho
inward_and_outward_accounts	Avaka_Ora_jAvaka_leKe
inward_bills	Avaka_bila
inward_book	bikrI_vApasI_bahI
inward_clearing	Avaka_agawa_samASoXana
inward_demand_draft	Avaka_mAfga_drAPta
inward_entry	Avaka_praviiRta
inward_exchange_account	Avaka_vinimaya_leKA
inward_invoice	Avaka_bIjaka
inward_letters_register	Avaka_pawra_rajistara
inward_mail_transfers	Avaka_dAka_anwaraNa
inward_register	Avaka_rajistara
inward_remittance	Avaka_preRapra
inward_returns	Avaka-vivaraNiyAz
inward_settlement_accounts	Avaka_pariSoXana_leKA
inward_telegraphic_transfers	Avaka_wAra_anwaraNa
inward_traffic	Avaka_yAwAyAwa
inward_way_bills	Avaka_mAla_rava_anA
ion_beam	Ayana_bIma
ion_engine	ayana_iMjana
ionic_bond	Ayaniwa_sambanXa
ionization_chamber	ayanana_kakRa
ipso_facto	svayameva
ipso_jure	viXi_se_hI/viXiwaH
iq_test	buxXi-parIkRaNa
iris_diaphragm	AzKa_kI_puwalI_kA_dAyAPrAma
irish_stew	SAka_va_mAzsa_kA_vyaFjana
iron_age	lOha_yuga
iron_boot	lohe_ke_jUwe
iron_cage	lohe_kA_piMjarA
iron_carbide	Ayarana_kArbAida
iron_collar	lohe_kI_pattI
iron_ore	lohe_kI_Kanija_mittI
iron_ore_mines_cess_commissioner	lohA_ayaska_KAna_upaskara_Ayukwa
iron_rations	ApAwa_KAxya
ironing_board	iswrI_kA_waKwA
irrecoverable_debts	aSoXya_qNa
irrecoverable_dues	aSoXya_bakAyA_rASiyAM
irrecoverable_temporary_loans	aSoXya_asWAyI_karje
irredeemable_bond	aprawixeya_bANda_aanXapawra
irrefutable_evidence	atala_gavAhI
irregation_works	siMcAWa_nirmANakArya
irregular_advances	aniyamiwa_agrima
irregular_employment	aniyamiwa_rojagAra_aiyojana
irregular_refund	aniyamiwa_prawixAya
irrespective_of	kA_vicAra_kie_binA
irrespective_of_the_fact	isa_bAwa_kA_vicAra_kie_binA
irrevocable_export_letter_of_credit	atala_aparivarwanIyaavikalpI_niryAwa_sAKa_pawra
irrevocable_general_power_of_attorney	atala_aparivarwanIyaavikalpI_sAmAnya_muKwAranAmA
irrevocable_letter_of_credit	atala_aparivarwanIyaavikalpI_sAKa_pawra
irrevocable_power_of_attorney	atala_aparivarwanIyaavikalpI_muKwAranAmA
irrevocable_without_recourse_to_drawer	cekakarwA_AuNdIkarwA_ko_vasUlI_aXikArI_rahiwa_avikalpI_ItalaaparivarwanIya
irrigation_adviser	siMcAWa_salAhakAra
irrigation_and_flood_control_wing	siMcAWa_evaM_bADa_niyanwraka_skanXa
irrigation_and_power_central_board	siMcAWa_Ora_vixyuwa_keMxrIya_borda
irrigation_canal	siMcAI_nalI
irrigation_cess	siMcAWa_upakara
irrigation_charges	siMcAWa_praBAra
irrigation_ditch	siMcAI_nAlA
irrigation_project	siMcAWa_pariyojanA
irrigation_promotion_society	siMcAWa_saMvarXana_samiwi
irrigation_system	siMcAI_wanwra
is_adjourned_sine_die	aniSciwa_kAla_ke_lie_sWagiwa
is_confined_to	waka_sImiwa_hE
is_here_by_informed	ko_sUciwa_kiyA_jAwA_hE
is_said_to_be	kaha_jAwA_hE
isa_boards	AI_esa_e_borda
island_chain	xvIpa_SrqfKalA
island_dispenser	xvIpa_meM_kuCa_cIja_prApwa_karane_kA_maSIna
iso_protocol	AI_esa_o_protoYkola
iso_standard	AI_esa_o_mAnaka
isolatd_post	ekAkI_paxa
isolated_range	ekAkI_reMja
isometric_projection	eka_parimAna_pralambawA
isomorphic_lattice	samarUpa_jAlaka
issue_clerk	nirgama_lipika
issue_department	nirmaga_viBAga
issue_department_adjustment_account	nirgama_viBAga_samAyojana_araBAra_leKA
issue_department_charges_account	nirgama_viBAga_samAyojana_araBAra_leKA
issue_department_manual	nirgama_aSU_viBAga_niyama_puswaka
issue_diary	nirgama_dAyarI
issue_note	nirgama-tippaNI
issue_of_directions	nirxeSa_jArI_karanA
issue_of_law	viXi_vivAxyaka
issue_of_licence	lAiseMsa_jArI_karanA
issue_of_new_series_of_notes	notoM_kI_nayI_SqfKalA_jArI_karanA
issue_of_payment_orders	BugawAna_axAyagI_AxeSa_jArI_karanA
issue_of_scrip	Seyara_aarcIr_jArI_karanA
issue_of_stores	sAmAna_kA_nirgama_aArI_karanA
issue_of_treasury_bills	KajAnA_bila_jArI_karanA
issue_order	nirgama-AxeSa
issue_price	nirgama_kImawa
issue_rate	nirgama_xara
issue_register	nirgama_rajistara
issue_section	nirgama_anuBAga
issue_today	Aja_hI_jArI_kareM
issue_voucher	nirgama_vAucara
issued_capital	nirgamiwa_aArI_pUFjI
issued_generally	AmawOra_para_jArI_kiyA_gayA/sAmAnyawaHjArI_kiyA_gayA
issuing_authority	nirgAmI_Iirgamana_prAXikArI
issuing_banker	nirgAmI_bEMkara
isuing_house	nirgamana_gqha
it_figures	isase_lagawA_hE
it_is_highly_objectionable	yaha_bahuwa_hI_Apwwijanaka_hE
it_is_requested	yaha_nivexana_hE
it_is_suggested	yaha_suJAva_xiyA_jAwA_hE
it_may_further	yaha_BI_bawAyA_jAwA_hE
it_will_be_construed	isakA_yaha_arWa_samaJA_jAegA
item_count	maxagaNanA
items_adjustable_by_p.w._officers	loka_nirmANa_kArya_aXikAriyoM_xvArA_samAyojanIya_maxeM
items_of_liabilities	xeyawA_maxeM
iterative_do_group	punaravarwI_kurU_samUha
iterms_in_transit	mArgasWa_vaswueM_MaxeM
itinerant_trader	Ba_amapraSIla_sOxAgara
ivory_black	xanwi_kajjali
ivory_candle	hAWIxAzwa_kI_momabawwI
ivory_sales	hAWI_xAzwa_kI_bikrI
jack_bean	katahala_ke_bIja
jack_boots	jEka_jUwA
jack_fruit	katahala
jack_of_all_trades	haraPana_mOlA
jacket_pocket	jAketa_kA_pAketa
jackknife_clam	jEka_cAkU_upakaraNa
jail_cell	banxI_graha
jam_packed	BarA_huA
jam_session	manoraFjana_saBA
jamadar_adjutant	jamAxAra_edjuteMta
jamadar_quarter_master	jamAxAra_kvArtara_mAstara
jargon_file	arnaWaka_saFcikA
jaunting_car	sEra_kI_kAra
jaunty_car	sEra_kI_kAra
java_script	jAvA_skripta
jawahar_lal_institute_of_postgraduate_medical_education_and_research	javAharalAla_snAwakowwra_cikiwsA_SikRA_evaM_anusanXAna_saMsWAna
jazz_band	jAja_safgIwa_vAxya
jeep_sales	jIpa_kI_bikrI
jelly_doughnut	jelI_donata
jelly_egg	jelI_kA_aNdA
jerry_builder	saswe_paxArWoM_kA_upayoga_karane_vAlA
jet_black	bahuwa_kAlA
jet_engine	jeta_iMjana
jew_bush	yahUxI_JAdI
jewel_casket	rawnoM_kA_dibbA
jewelry_chain	ABURaNoM_kI_SrqfKalA
jiffy_bag	pArasala_karane_hewu_bEga
jig_and_tool_designer	jiga_Ora_OjAra_aiBakalpaka
jiggery_pokery	beimAna_evaM_kapatI_barwAva
job_analysis	kArya_viSleRapra
job_analyst	kArya_viSleRaka
job_application	rojagAra_nivexana_pawra
job_card	kArya_kArda
job_consciousness	kArya_cewanA
job_content	kArya_viRaya_avarUpa
job_control	kArya_niyanwraNa
job_control_block	kArya_niyanwraka_KaNda
job_control_language	joYba_niyanwraNa_BARA
job_control_statement	kArya_niyanwraNa_kaWana
job_cost_ledger	jAba_lAgawa_KAwA
job_costing	kArya_lAgawa_nirXAraNa_akalana
job_costing_sheet	jAba_lAgawa_pawraka_aIta
job_creation	nOkarI_upalabXa_karAne_vAlI_yojanA
job_description	kArya_vivaraNa
job_environment	kArya_pariveSa
job_evaluation	kArya_mUlyAfkana
job_factor	kArya_upAxAna_aAraka
job_flow_control	kArya_pravAha_niyanwraNa
job_grading	kArya_SreprI_nirXAraNa
job_input_file	kArya_niveSa_saFcikA
job_input_stream	kArya_niveSa_XArA
job_inspector	kArya_nirIkRaka
job_instruction	kArya_anuxeSa
job_instructor	kArya_anuxeSaka
job_list	kArya_sUcI
job_lot	viviXa_mAla
job_management	kArya_prabanXana
job_methods_training	kArya_paxXawi_praSikRaNa
job_openings	kArya_aOkarI_ke_avasara
job_oriented	vyavasAyonmuKa
job_oriented_language	kAryonmuKa_BARA
job_output_file	kArya_nirgama_saFcikA
job_priority	kArya_prAWamikawA
job_processing	kArya_prakramaNa
job_prospects	nOkariyoM
job_questionaire	kArya_praSnAvalI
job_requirements	kArya_apekRAez
job_rotation	kAryAvarwana
job_safety_training	kArya_surakRA_praSikRaNa
job_satisfaction	kArya_sanwuRti
job_scheduling	kArya_anusUcana
job_sequencing	kArya_anukramaNa
job_sharing	kAma_ko_bAztanA
job_specification	kArya_vinirxeSa
job_splitting	kArya_viBAjana
job_stream	kAryaXArA
job_table	kArya_sAraNI
job_work	Cutaputa_kAma
jobbing_shop	bahuXanXI_kAraKAnA
jockey_cap	GudasavAra_kI_topI
jockey_club	GudaxOda_kA_klaba
jog_trot	XImI_cAla
johnny_cake	jAnI_kA_keka
join_forces_with	ekajuta_honA
joining_date	kAryagrahaNa-wiWi
joining_pay	kAryAramBa_kAla_vewana
joining_period	kAryAramBa-avaXi
joining_report	kAryAramBa-riporta
joining_time	kAryagrahaNa_avaXi
joining_time_pay	kAryagrahaNa_avaXi_vewana
joint_account	saMyukwa-leKA
joint_and_several	saMyakuwa_Ora_pqWaka
joint_and_several_note	saMyukwa_Ora_pqWaka_rukkA
joint_annuity	saMyukwa_vArRikI
joint_application	saMyukwa_Avexana
joint_assessor_controller	saMyukwa_kara_nirXAraka_Ora_samAharwA
joint_assistant_director	saMyukwa_sahAyaka_nixeSaka
joint_attestation	saMyukwa_anupramANana
joint_auditor	saMyukwa_leKA_parIkRaka
joint_bank_account	saMyukwa_bEMka_leKA
joint_cadre	saMyukwa_saMvarga
joint_chief_controller	saMyukwa_muKya_niyanwraka
joint_chief_controller_of_imports_and_exports	AyAwa_niryAwa_saMyuwa_muKya_niyanwraka
joint_chief_officer	saMyuk_kA_muKya_aXikArI
joint_cipher_bureau	saMyukwa_bIjaleKa_byUro
joint_committee	saMyukwa-samiwi
joint_communication_electronics_staff	saMyukwa_saFcAra_ilektroYnikI_stoYPa
joint_communique	saMyukwa
joint_concurrence	saMyukwa_sahamawi
joint_conference	saMyukwa_sammelana
joint_consultation	saMyukwa_parAmarSa
joint_consultative_committe	saMyukwa_parAmarSaxAwrI_samiwi
joint_contract	saMyukwa_saMvixA
joint_contractors	saMyukwa_saMvixAkarwA
joint_controller	saMyukwa_niyanwraka
joint_custodians	saMyukwa_aiBarakRaka
joint_debtors	saMyukwa_qprI
joint_decree	saMyukwa_dikrI
joint_decree_holder	saMyukwa_dikrIxAra
joint_deputy_director	saMyukwa_upanixeSaka
joint_director	saMyukwa_nixeSaka
joint_director_of_news	saMyukwa_samAcAra_nixeSaka
joint_distribution	saMyukwa_viwaraNa
joint_educational_adviser	saMyukwa_SikRA_salAhakAra
joint_family	saMyukwa_parivAra
joint_family_property	saMyukwa_parivAra_sampwwi
joint_famiy_system	saMyukwa_parivAra_praWA_AraprAlI
joint_farming	saMyukwa_KewI_IqRi
joint_funds	saMyukwa_niXiyAz
joint_hindu_family_concern	saMyukwa_hiMxU_parivAra_prawiRTAna
joint_holder_declaration	saMyukwaXArI_IAraka_kI_xoRaprA
joint_holding	saMyukwa_jowa
joint_intelligence_staff	saMyukwa_AsUcanA_karmacArIvarga
joint_liabilities	saMyukwa_xeyawAeM
joint_liability	saMyukwa_xAyiwva
joint_life_and_survivor_annuity	saMyukwa_jIvana_Ora_uwwrajIvI_vARirkI
joint_life_annuity	saMyukwa_jIvana_vARirkI
joint_life_endowment_assurance_on_two_lives_without_profits	xo_jIvanoM_para_saMyukwa_jIvana_banxobaswI_bImA_lABa_rahiwa
joint_life_policy	saMyukwa_jIvana_bImA_pAlisI
joint_note	saMyukwa_rukkA
joint_owners	saMyukwa_svAmI
joint_ownership	saMyukwa_svAmiwva
joint_parliamentary_committee	saMyukwa_saMsaxIya_samiwi
joint_parties	saMyukwa_pakRakAra
joint_planning_staff	saMyukwa_yojanA_stAPa
joint_possession	saMyukwa_kabjA
joint_project	saMyukwa_pariyojanA
joint_promise	saMyukwa_vacana
joint_promisor	saMyukwa_prawIjFAkarwA
joint_representation	saMyukwa_prawiniXiwva
joint_resolution	saMyukwa_safkalpa
joint_responsibility	saMyukwa_uwwaraxAyiwva
joint_returns	saMyukwa_vivarapriyAM
joint_secretary	saMyukwa_saciva
joint_sector	saMyukwa_sektara
joint_share_holder	saMyukwa_SeyaraXAraka
joint_station_director	saMyukwa_keMxra_nixeSaka
joint_stock	miSriwa_pUFjI
joint_stock_bank	saMyukwa_pUzjI_bEMka
joint_stock_companies	miSriwa_pUFjI_kampaniyAM
joint_stock_company	saMyukwa_stAka_kampanI
joint_supervision	saMyukwa_paryavekRaNa
joint_supply	saMyukwa_pUrwi
joint_tenancy	saMyukwa_kirAxArI_IASwakArI
joint_tenants	saMyukwa_kASwakAra
joint_venture	saMyukwa_uxyama
joint_ventures_abroad	vixeSa_meM_saMyukwa_uxyama_aahoxyama
jointly_and_severally	saMyukwa_Ora_pqWak_rUpa_se
jointly_and_severallyliable	saMyukwa_Ora_pqWaka_rUpa_se_uwwaraxAyI
joss_stick	agarabawwI
jotting_register_of_payment	BugawAna_kA_jFApana_rajistara
journal_and_ledger	jarnala_Ora_KAwA
journal_bearing	muKya_beyariMga
journal_box	pawrikA_raKane_kI_petI
journal_entry	jarnala_aojanAmacA_praviRti
journal_proper	muKya_jarnala
journal_totals	jarnala_ke_joda
journey_cake	yAwrA_ke_lie_kaWazka
journey_on_tour	xOre_para_yAwrA
journey_on_transfer	sWAnAnwaraNa_yAwrA
joy_stick	jvoYya_stika
judge_advocate	nyAyAXISa_aXivakwA
judge_advocate_general	nyAyAXISa_mahAXivakwA
judgement_debtor	nirprIrwa_qprI
judicial_branch	nyAyika_SAKA
judicial_commissioner	nyAyika_saMyukwa
judicial_custody	nyAyika_hirAsawa
judicial_doctrine	nyAyika_sixXAnwa
judicial_enquiry	nyAyika_jAzca
judicial_function	nyAyika_kqwya
judicial_lockup	nyAyika_havAlAwa
judicial_magistrate	nyAyika_majistreta
judicial_notice	nyAyika_notisa
judicial_officer	nyAyika_aXikArI
judicial_power	nyAyika_SikwayAz
judicial_precedent	nyAyika_pUrvavqww_AUrva_xatanA
judicial_proceeding	nyAyika_axAlawI_kAryavAhI
judicial_pronouncement	nyAyika_nirNaya
judicial_service	nyAyika_sevA
jugged_hare	KaragoSa_kA_pakAyA_huA_mAMsa
jujube_bush	jUjUba_JAdI
jump_assistant	jampa_asisteMta
jump_instruction	jampa_anuxeSa
jump_lead	bijalI_ke_wAra_jo_eka_kAra_kI_bEtarI_se_xUsarI_kAra_meM_jode_jAwe_hEM
jump_off	saPalawA_se_Age_baDanA/awirikwa_xOda
jump_rope	kUxane_kI_rassI
jump_suit	eka_prakAra_kI_poSAka_jisameM_kamIja_Ora_pawalUna_judI_huI_howI_hE
jumped_up	miWyA
jumper_cable	bijalI_kI_wAra_kA_tukadA
jumping-off_point	SurU_hone_kA_sWAna
jumping_bean	jampiMga_bIna
jumping_bristletail	kUxane_vAlA_SUkapucCI_kIta
jumping_off_point	SurU_hone_kA_sWAna
junction_barrier	jafkSana_avaroXa
junction_stock_verifier	jafkSana_stoYka_sawyApana
junction_verifier	jafkSana_sawyApaka
jungle_cat	jafgalI_billI
jungle_cock	jafgalI_murgA
junior_accountant	kaniRTa_leKAkAra
junior_administrative_grade	avara_praSAsana_greda
junior_binder	kaniRTa_jiljasAja
junior_cashier	kaniRTa_koRapAla
junior_chargeman	kaniRTa_cArjamEna
junior_chemical_and_metallurgical_assistant	kaniRTa_rasAyana_Ora_XAwukarma_sahAyaka
junior_class	jUniyara_kakRA
junior_college	11vIM_evaM_12vIM_kakRA_kI_paDAI_kA_kAleja
junior_commander	jUniyara_kamANdara
junior_compositor	kaniRTa_kampojItara
junior_cooperative_societies_inspector	kaniRTa_sahakArI_samiwi_nirIkRaka
junior_design_assistant	kaniRTa_aiBakalpa_sahAyaka
junior_engineer	kaniRTa_aiBayanwA
junior_fitter	kaniRTa_Pitara
junior_gestetner_operator	kaniRTa_gastetanara_pracAlaka
junior_grains_inspector	kaniRTa_KAxyA_Ana_nirIkRaka
junior_grainshop_manager	kaniRTa_KAxyA_Ana_xukAna_prabanXaka
junior_inspector	kaniRTa_nirIkRaka
junior_inspector_of_station_accounts	kaniRTa_steSana_leKA_nirIkRaka
junior_instrument_assistant	kaniRTa_yanwra_sahAyaka
junior_law_assistant	kaniRTa_viXi_sahAyaka
junior_lecturer	kaniRTa_prAXyApaka
junior_machineman	kaniRTa_maSInamEna
junior_machinery_maintenance_inspector	kaniRTa_maSIna_anurakRaNa_nirIkRaka
junior_mechanic	kaniRTa_mekEnika
junior_most	kaniRTawama
junior_non_commissioned_officer	jUniyara_ohaxexAra
junior_orderly_officer	kaniRTa_arxalI_aXikArI
junior_planner	kaniRTa_yojanAkAra
junior_planning_draftsman	kaniRTa_yojanA_prArUpakAra
junior_progressman	kaniRTa_pragawivIkRaka
junior_publicity_assistant	kaniRTa_pracAra_sahAyaka
junior_reader	kaniRTa_vAcaka
junior_reception_officer	kaniRTa_svAgawa_aXikArI
junior_roller_caster	kaniRTa_rolara_DalAWakAra
junior_scale	avara_vewanamAna
junior_school	1_sAla_se_7_sAla_ke_baccoM_ke_lie_skUla
junior_special_inspector	kaniRTa_viSeRa_nirIkRaka
junior_statistical_inspector	kaniRTa_sAfKyikI_nirIkRaka
junior_stereo_typer	kaniRTa_stIriyo_tAipakarwA
junior_telegraph_overseer	kaniRTa_wAra_ovarasiyara
junior_ticket_counter	kaniRTa_tikata_kAuNtara
junior_time_scale	kaniRTa_samaya_mAna
junior_trade_instructor	kaniRTa_vyavasAya_nirIkRaka
junior_training_college	avara_praSikRaNa_mahAvixyAlaya
junior_water_and_drainage_inspector	kaniRTa_jala_Ora_jalanikAsI_nirIkRaka
juniper_berry	jUnipara_berI
juniper_bush	XUpa_canxana_nAma_kI_JAdI
junk_bond	aXika_byAja_xara_boYNda
junk_food	aNda_baNda_KAnA
junk_mail	vyarWa_kI_ciTTiyAz
jurisdictional_charges	aXikAriwA_praBAra_aAryaBAra
jurisdictional_dispute	aXikAriwA_vivAxa
jurisdictional_limit	kRewrAXikAra_sImA
jury_box	nirNAyaka_maNdala_ke_bETane_kA_sWAna
just_about	lagaBaga
just_and_fair_terms	nyAyapUrNa_Ora_uciwa_SarweM
just_as	jEse_hI
just_before	se_TIka_pahale
just_below	TIka_nIce
just_in_case	wwiaPAka_se
just_in_time	bilkula_samaya_para
just_like_that	Ese_hI
just_now	aBI_aBI
just_right	ekaxama_TIka
just_so	vEsA_hI
just_then	waBI
just_wage	uciwa_majaxUrI
justification_for_the_proposal	praswAva_kA_Ociwya
justified_margin	uciwa_upAnwa
jute_development_officer	patasana_vikAsa_aXikArI
jute_textiles	patasana_aUta_ke_va_awra
jute_twine	jUta_kI_dorI_IuwalI
juvenile_convict	kiSora_sixXaxoRa
juvenile_court	nAbAliga_aparAXiyoM_kA_nyAyAlaya
juvenile_delinquency	bAla-aparAXa
juvenile_delinquent	bAla_aparAXI
juvenile_offender	kiSora_aparAXI
kaffir_corn	kAPira_makkA
kangaroo_court	gEra_kAnUnI_kacaharI
kardex_operator	kArdeksa_pracAlaka
karnaugh_map	kArno_prawiciwra
keel_arch	jahAja_ke_peMxe_kI_meharAba
keen_eyed	wIkRpra_iRta
keep_down	xabAe_raKanA
keep_in_abeyance	prAsWagiwa_raKanA
keep_pending	lambiwa_raKA_jAe
keep_the_flag_flying	mAna_banAe_raKo
keep_with_the_file	ise_misila_ke_sAWa_raKie
keeper_of_archaeology	purAwawva_aXyakRa
keeper_of_archives	aiBaleKAXyakRa
keeper_of_records	aiBaleKapAla
keeping_account	hisAba_karanA
keeping_in_view	ko_XyAna_meM_raKawe_hue
keeping_in_view_the_financial	viwwIya_aBAva_ko_XyAna_meM_raKawe_hue
kept_in_abeyance	AsWagiwa_raKA_gayA
kept_pending	nilambiwa_raKA_gayA
kernel_call	aRTi_AhvAna
kernel_mode	aRTi_paxvawi
ketchup_bottle	kEcapa_kI_bowala
key_abstraction	muKya_sArAMSa
key_board	kuFjI_patala
key_bounce	kuFjI_uCAla
key_branches	pramuKa_SAKAeM
key_buyer	praXAna_krewA_AarIxAra
key_click	kuFjI_taka
key_compression	kuFjI_wulanA
key_disk	kuFjI_diska
key_driven	kuFjI_paricAlaka_kuFjI
key_encryption	kuFjI_kUta_leKana
key_field	muKya_kRewra
key_frame	muKya_DAFcA
key_holder	kuFjIpAla
key_indsutry	AXAraBUwa_uxyoga
key_industry	mUla_uxyoga
key_ledger	praXAna_KAwA_bahI
key_management	muKya_prabanXana
key_map	mUla_nakSA
key_note	mUla_vicAra
key_pad	kuFjI_pEda
key_personnel	praXAna_kArmika
key_phrase	mukya_vAkyAaMSa
key_plan	mUla_yojanA
key_pulse	kuFjI_spanxa
key_punch	kuFjI_Cixriwa
key_punch_machine_operator	kuFjI_paFca-maSIna-pracAlaka
key_punch_operator_cum_verifier	kuFjI_paFca_pracAlaka_va_sawyApaka
key_raw_material	AXAraBUwa_kaccA_mAla
key_register	praXAna_rajistara
key_sorting	kuFjI_SoYtana
key_stroke	kuFjI_AGAwa
key_to_address_transformation	kuFjI_sampIdana
key_to_disk	diska_kuFjI
key_to_floppy	kuFjI_namyikA
key_to_tape	tepa_kuFjI
key_word	muKya_Sabxa
keyboard_enhancer	kuFjIpatala_vikAsaka
keyboard_templates	kuFjIpatala_rUpaxa
keynote_address	AXAra_vyAKyAna
khadi_and_village_industries_commission	KAxI_Ora_grAmoxyoga_Ayoga
kick_off	prAramBa
kick_up	upaxrava_KadA_karanA
kidney_bean	rAjamA
kidney_dialysis_machine	gurxe_kI_rakwaSoXana_kI_maSIna
kidney_disease	gurxe_kA_roga
kidney_machine	gurxA_maSIna
kill_character	hanwa_samprawIka
kill_file	hanwa_saFcikA
killer_bee	hawyArI_maXumakKI
kiln_operator	BatTA_pracAlaka
kilobits_per_second	kilo_bita_prawi_sekenda
kilogram_calorie	kilogrAma_kelorI
kind_component	vaswu_xataka
kind_hearted	xayAlu
kind_regards	snehamaya_SuBakAmanAez
kindergarten_teacher	bAlabAdI_SikRaka
kinetic_energy	gawija_UrjA
king_cobra	nAgarAja
king_size	badA_AkAra
kingdom_Animalia	paSu_jagawa
kiss_off	cUmanA
kiss_off's	cUmanA
kissing_bug	cUmane_kI_bImArI
kit_bag	upakaraNa_kA_WElA
kitchen_appliance	rasoI_upakaraNa
kitchen_garden	sabjI_kA_CotA_bAga
kite_balloon	udane_vAlA_gubbArA
kite_flying_operations	cekoM
kith_and_kin	nikata_sambanXI
kiwi_fruit	eka_prakAra_kA_Pala
knee_brace	Gutane_ko_bAzXane_kI_pattI
knee_breeches	Gutane_waka_kA_pEjAmA
knee_high	Gutano_ke_Upara
knee_jerk	binA_soce
knee_length	Gutano_waka
knick_knack	xiKAvatI_gahane
knife_blade	cAkU_kA_wejahissA
knife_edge	cAkU_kI_XAra
knife_point	cAkU_kI_noMka
knight_bachelor	avivAhiwa_SUravIra
knight_errant	pariBrAmI
knitting_needle	bunane_kI_salAI
knob_celery	gAzTa_selarI
knock_about	Gumakkada
knock_down	binA_judI_huI_avasWA
knock_kneed	pEroM_meM_xoRa
knock_on	geMxa_ko_Age_Xakelane_kI_kriyA
knock_out	acewa_yA_paCAda_kara_xene_vAlA_prahAra
knock_up	aByAsa_geMxa_balle_se
knockout_drops	behoSa_karane_kI_xavA
know_how	anuBava/upayogI_jAnakArI
knowbot_information_services	jFAmpalqAna_sUcanA_sevA
knowingly_and_unlawfully	jAnabUJa_kara_Ora_avEXa_rUpa_se
knowledge_acquisition	jFAmpalqAna_arjana
knowledge_acquisition_facility	jFAmpalqAna_arjana_suviXA
knowledge_and_belief	jAnakArI_Ora_viRvAsa
knowledge_base	jFAna_AXAra
knowledge_based_system	jFAmpalqAna_AXAriwa_wanwra
knowledge_bases	jFAmpalqAnaXAra
knowledge_discovery	jFAmpalqAna_Koja
knowledge_domain	jFAna_kA_kRewra
knowledge_engineer	jFAna_aBiyanwA
knowledge_engineering	jFAmpalqAna_aBiyawaMAwrikI
knowledge_management	jFAmpalqAna_prabanXana
knowledge_worker	jFAmpalqAna_uxyamI
known_loss_or_damage	jFAwa
knuckle_duster	lohe_kA_xaswAnA
koala_bear	AstreliyAI_BAlU
korean_war	koriyana_yuxXa
korn_shell	koYrana_koSa
krsna_conscious	kqRNaBAvanABAviwa
krsna_consciousness	kqRNaBAvanAmqwa
ku_Klux_Klan	Svewa_gupwa_safgaTana
ku_klux_klan	Svewa_gupwa_safgaTana
l_protocol_layer	ela_niyamAvalI_sawaha
la_di_da	SeKIbAja
lab_bench	prayoga_SAlA_kI_beMca
lab_employee	prayogaSAlA_karmacArI
lab_printer	prayogaSAlA_kA_muxraNa_yanwra
label_array	lebala_AvyUha
labial_artery	oRTaya_XamanI
labial_consonant	oRTya_vyaFjana
labor_market	majaxUra-bAjAra
labor_of_love	svECika_uwpAxana_kArya
labor_shortage	majaxUroM_kI_kamI
labor_union	Sramika_safGa
laboratory_accounts	prayogaSAlA_leKe
laboratory_assistant	prayogaSAlA_sahAyaka
laboratory_attendent	prayogaSAlA_paricara
laboratory_bearer	prayogaSAlA_paricara
laboratory_employee	prayogaSAlA_karmacArI
laboratory_roy	prayogaSAlA_Bqwya
laboratory_superintendent	prayogaSAlA_aXIkRaka
labour_agreement	Sramika_karAra_akarAranAmA
labour_and_employment_advisor	Srama_Ora_rojagAra_salAhakAra
